Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
16,"Allan, Edward",19y 364d,1 (0-1-0 50.00%),,←,
14,"Cameron, Darcy",28y 311d,83 (47-3-33 58.43%),55 (0.66),82 (47-3-32 59.15%),55 (0.67)
46,"Cox, Mason",33y 71d,124 (75-2-47 61.29%),120 (0.97),←,
25,"Crisp, Jack",30y 235d,237 (128-4-105 54.85%),78 (0.33),219 (121-4-94 56.16%),68 (0.31)
7,"Daicos, Josh",25y 180d,114 (67-3-44 60.09%),61 (0.54),←,
35,"Daicos, Nick",21y 142d,58 (41-2-15 72.41%),33 (0.57),←,
43,"Dean, Charlie",22y 340d,3 (0-1-2 16.67%),,←,
17,"Frampton, Billy",27y 186d,49 (29-2-18 61.22%),19 (0.39),25 (19-2-4 80.00%),7 (0.28)
36,"Harrison, Harvey",20y 196d,9 (6-2-1 77.78%),8 (0.89),←,
23,"Hill, Bobby",24y 105d,76 (44-3-29 59.87%),81 (1.07),35 (27-2-6 80.00%),47 (1.34)
1,"Lipinski, Patrick",25y 312d,106 (64-2-40 61.32%),54 (0.51),50 (33-2-15 68.00%),24 (0.48)
4,"Maynard, Brayden",27y 247d,197 (106-4-87 54.82%),19 (0.10),←,
31,"McCreery, Beau",23y 35d,69 (43-2-24 63.77%),48 (0.70),←,
41,"Mihocek, Brody",31y 110d,135 (81-3-51 61.11%),228 (1.69),←,
30,"Moore, Darcy",28y 120d,161 (86-4-71 54.66%),67 (0.42),←,
9,"Noble, John",27y 60d,101 (60-3-38 60.89%),8 (0.08),←,
45,"Parker, Wil",21y 361d,1 (0-1-0 50.00%),,←,
10,"Pendlebury, Scott",36y 138d,394 (239-5-150 61.29%),198 (0.50),←,
3,"Quaynor, Isaac",24y 130d,96 (56-2-38 59.38%),3 (0.03),←,
29,"Richards, Joe",24y 183d,3 (2-1-0 83.33%),3 (1.00),←,
8,"Schultz, Lachie",26y 176d,100 (48-3-49 49.50%),111 (1.11),10 (5-2-3 60.00%),10 (1.00)
22,"Sidebottom, Steele",33y 143d,319 (193-6-120 61.44%),190 (0.60),←,
33,"Sullivan, Lachlan",26y 242d,4 (3-1-0 87.50%),2 (0.50),←,
Totals,Totals,26y 222d,2440 (1418-60-962 58.11%),1386 (0.57),,
C,"McRae, Craig",50y 245d,62 (44-2-16 72.58%),,←,
