Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",24y 331d,76 (40-1-35 53.29%),18 (0.24),←,
5,"Boyd, Matthew",30y 6d,207 (98-2-107 47.83%),71 (0.34),←,
45,"Campbell, Tom",20y 305d,7 (0-0-7 0.00%),3 (0.43),←,
17,"Cooney, Adam",26y 338d,182 (93-2-87 51.65%),154 (0.85),←,
29,"Dickson, Tory",24y 342d,17 (3-0-14 17.65%),23 (1.35),←,
33,"Djerrkura, Nathan",23y 349d,25 (7-0-18 28.00%),8 (0.32),21 (5-0-16 23.81%),8 (0.38)
1,"Grant, Jarrad",23y 58d,50 (24-0-26 48.00%),57 (1.14),←,
16,"Griffen, Ryan",26y 37d,163 (84-1-78 51.84%),106 (0.65),←,
7,"Higgins, Shaun",24y 182d,106 (51-1-54 48.58%),116 (1.09),←,
30,"Howard, Christian",21y 167d,17 (3-0-14 17.65%),3 (0.18),←,
46,"Jong, Lin",19y 90d,4 (0-0-4 0.00%),1 (0.25),←,
36,"Lake, Brian",30y 188d,197 (90-2-105 46.19%),32 (0.16),←,
37,"Markovic, Lukas",25y 241d,25 (7-0-18 28.00%),,←,
27,"Minson, Will",27y 144d,136 (69-1-66 51.10%),66 (0.49),←,
2,"Murphy, Robert",30y 85d,230 (100-4-126 44.35%),154 (0.67),←,
42,"Picken, Liam",26y 32d,87 (41-0-46 47.13%),29 (0.33),←,
23,"Roughead, Jordan",21y 304d,35 (14-0-21 40.00%),10 (0.29),←,
26,"Skinner, Zephaniah",23y 67d,8 (1-0-7 12.50%),5 (0.63),←,
14,"Smith, Clay",19y 114d,16 (3-0-13 18.75%),6 (0.38),←,
32,"Talia, Michael",19y 204d,4 (0-0-4 0.00%),1 (0.25),←,
3,"Wallis, Mitch",19y 314d,25 (6-0-19 24.00%),7 (0.28),←,
10,"Wood, Easton",22y 364d,42 (18-0-24 42.86%),5 (0.12),←,
Totals,Totals,24y 78d,1659 (752-14-893 45.33%),875 (0.53),,
C,"McCartney, Brendan",51y 315d,22 (5-0-17 22.73%),,←,
