Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
25,"AhMat, Robert",18y 11d,3 (1-0-2 33.33%),1 (0.33),←,
3,"Brereton, Dermott",30y 345d,206 (146-3-57 71.60%),452 (2.19),10 (3-2-5 40.00%),18 (1.80)
26,"Brown, Gavin",27y 308d,157 (83-5-69 54.46%),130 (0.83),←,
5,"Buckley, Nathan",23y 4d,60 (22-2-36 38.33%),56 (0.93),40 (18-2-20 47.50%),35 (0.88)
21,"Christian, Michael",30y 343d,131 (67-3-61 52.29%),23 (0.18),←,
28,"Crosisca, Gavin",26y 318d,157 (90-5-62 58.92%),48 (0.31),←,
2,"Francis, Tony",26y 120d,97 (57-2-38 59.79%),64 (0.66),←,
15,"Hassall, Jon",21y 350d,40 (18-2-20 47.50%),10 (0.25),←,
38,"James, Aaron",18y 272d,16 (7-2-7 50.00%),5 (0.31),←,
8,"James, Brett",22y 227d,27 (12-1-14 46.30%),23 (0.85),←,
1,"Monkhorst, Damian",25y 343d,134 (79-4-51 60.45%),29 (0.22),←,
6,"Patterson, Stephen",24y 207d,14 (6-1-7 46.43%),16 (1.14),←,
4,"Pert, Gary",30y 63d,228 (117-0-111 51.32%),45 (0.20),65 (40-0-25 61.54%),3 (0.05)
13,"Richardson, Alan",30y 74d,104 (58-4-42 57.69%),10 (0.10),←,
16,"Richardson, Mark",22y 272d,27 (16-1-10 61.11%),36 (1.33),←,
36,"Rocca, Saverio",21y 252d,66 (35-2-29 54.55%),225 (3.41),←,
29,"Russell, Scott",25y 84d,119 (71-3-45 60.92%),75 (0.63),←,
14,"Watson, Shane",21y 163d,68 (34-1-33 50.74%),45 (0.66),←,
27,"Wild, Jason",19y 170d,10 (4-2-4 50.00%),2 (0.20),←,
10,"Williams, Paul",22y 118d,87 (46-2-39 54.02%),99 (1.14),←,
19,"Wright, Graham",27y 54d,146 (92-4-50 64.38%),93 (0.64),←,
Totals,Totals,24y 247d,1897 (1061-49-787 55.93%),1487 (0.78),,
C,"Matthews, Leigh",43y 151d,219 (123-5-91 57.31%),,←,
