Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",22y 356d,35 (15-0-20 42.86%),6 (0.17),←,
34,"Hart, Ben",18y 16d,17 (7-0-10 41.18%),4 (0.24),←,
3,"Hart, Darel",28y 204d,34 (16-0-18 47.06%),29 (0.85),←,
17,"Hodges, Scott",24y 90d,21 (10-0-11 47.62%),50 (2.38),←,
35,"Jameson, Rod",22y 25d,29 (14-0-15 48.28%),69 (2.38),←,
2,"Jarman, Andrew",26y 193d,32 (15-0-17 46.88%),17 (0.53),←,
13,"Lee, Scott",29y 50d,38 (17-0-21 44.74%),14 (0.37),←,
9,"Lindner, Bruce",31y 35d,80 (41-1-38 51.88%),154 (1.92),14 (11-0-3 78.57%),15 (1.07)
27,"Liptak, Matthew",22y 86d,29 (14-0-15 48.28%),41 (1.41),←,
18,"Maynard, Rodney",25y 308d,39 (17-0-22 43.59%),9 (0.23),←,
10,"McDermott, Chris",28y 264d,38 (17-0-21 44.74%),15 (0.39),←,
11,"McGuinness, Tony",28y 80d,144 (66-2-76 46.53%),142 (0.99),35 (16-0-19 45.71%),34 (0.97)
25,"Mickan, Mark",31y 177d,78 (24-0-54 30.77%),30 (0.38),30 (12-0-18 40.00%),4 (0.13)
6,"Modra, Tony",23y 146d,6 (2-0-4 33.33%),20 (3.33),←,
24,"Payze, Andrew",25y 335d,9 (3-0-6 33.33%),2 (0.22),←,
52,"Rehn, Shaun",20y 343d,21 (9-0-12 42.86%),6 (0.29),←,
39,"Ross, Jonathan",18y 265d,7 (3-0-4 42.86%),3 (0.43),←,
45,"Rouvray, Paul",20y 98d,1 (1-0-0 100.00%),,←,
7,"Smart, Nigel",23y 65d,32 (13-0-19 40.63%),2 (0.06),←,
12,"Tregenza, Simon",21y 138d,25 (11-0-14 44.00%),5 (0.20),←,
Totals,Totals,24y 237d,715 (315-3-397 44.06%),618 (0.86),,
C,"Cornes, Graham",44y 116d,39 (17-0-22 43.59%),,←,
