Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,3,13,23,,,,,,,,,1.0,,,,,,,,,,
17,"Charles, Justin",4,4,6,10,,,11.0,1.0,,,,,,1.0,,,,,,,,,
20,"Coleman, Glenn",4,5,1,5,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
22,"Cullen, Mark",13,2,4,17,1,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
12,"Eppelstun, Greg",9,2,5,14,,,,1.0,,,,,1.0,,,,,,,,,,
32,"Foster, Peter",9,6,5,14,,,,,,,,,2.0,2.0,,,,,,,,,
29,"Grant, Chris",9,9,,9,2,3.0,,,,,,,,,,,,,,,,,
30,"Harrington, Tim",2,2,1,3,,,,1.0,,,,,1.0,,,,,,,,,,
7,"Hawkins, Doug",5,4,7,12,,,,,,,,,2.0,1.0,,,,,,,,,
43,"Hogg, Matthew",13,3,4,17,,,,3.0,,,,,3.0,2.0,,,,,,,,,
21,"Kolyniuk, Steven",16,4,4,20,2,2.0,,,,,,,,3.0,,,,,,,,,
39,"Liberatore, Tony",16,3,7,23,1,2.0,,4.0,,,,,1.0,2.0,,,,,,,,,
27,"Macpherson, Stephen",4,,2,6,,,,2.0,,,,,,1.0,,,,,,,,,
11,"McGuinness, Tony",27,1,8,35,,,,1.0,,,,,3.0,,,,,,,,,,
47,"Standfield, Barry",4,5,5,9,,,,,,,,,1.0,,,,,,,,,,
48,"Tzatzaris, Zeno",5,1,,5,,,,,,,,,,,,,,,,,,,
16,"Wallace, Terry",7,2,3,10,,1.0,,1.0,,,,,1.0,,,,,,,,,,
24,"Wallis, Stephen",15,9,13,28,,,,2.0,,,,,1.0,,,,,,,,,,
6,"Wigney, Stuart",12,6,11,23,1,1.0,,,,,,,1.0,1.0,,,,,,,,,
28,"Williams, Mark",8,4,1,9,3,1.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,75,100,292,11,15.0,11.0,17.0,,,,,20.0,16.0,,,,,,,,,
Opposition,Opposition,229,100,125,354,22,12.0,32.0,24.0,,,,,16.0,21.0,6.0,,,,,,,,
