Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",25y 212d,40 (26-0-14 65.00%),9 (0.22),←,
24,"Bews, Jed",27y 125d,108 (63-2-43 59.26%),13 (0.12),←,
46,"Blicavs, Mark",30y 21d,184 (121-2-61 66.30%),41 (0.22),←,
6,"Clark, Jordan",20y 184d,26 (17-0-9 65.38%),15 (0.58),←,
45,"Close, Brad",22y 262d,10 (7-0-3 70.00%),3 (0.30),←,
40,"Dahlhaus, Luke",28y 240d,199 (100-0-99 50.25%),133 (0.67),45 (30-0-15 66.67%),23 (0.51)
35,"Dangerfield, Patrick",31y 13d,271 (158-1-112 58.49%),300 (1.11),117 (77-1-39 66.24%),137 (1.17)
16,"De Koning, Sam",20y 51d,1 (1-0-0 100.00%),,←,
22,"Duncan, Mitch",29y 312d,226 (161-1-64 71.46%),159 (0.70),←,
29,"Guthrie, Cameron",28y 242d,187 (122-2-63 65.78%),60 (0.32),←,
26,"Hawkins, Tom",32y 271d,282 (200-2-80 71.28%),613 (2.17),←,
25,"Henderson, Lachie",31y 125d,190 (98-2-90 52.11%),114 (0.60),73 (48-1-24 66.44%),10 (0.14)
38,"Henry, Jack",22y 232d,70 (45-0-25 64.29%),13 (0.19),←,
8,"Kolodjashnij, Jake",25y 252d,115 (74-2-39 65.22%),,←,
27,"Menegola, Sam",29y 42d,89 (56-1-32 63.48%),67 (0.75),←,
32,"Miers, Gryan",22y 19d,51 (34-0-17 66.67%),52 (1.02),←,
3,"Parfitt, Brandan",22y 356d,76 (53-0-23 69.74%),36 (0.47),←,
23,"Rohan, Gary",29y 315d,147 (98-1-48 67.01%),146 (0.99),41 (28-0-13 68.29%),50 (1.22)
14,"Selwood, Joel",32y 327d,315 (229-1-85 72.86%),164 (0.52),←,
7,"Smith, Isaac",32y 109d,215 (147-1-67 68.60%),170 (0.79),5 (3-0-2 60.00%),5 (1.00)
1,"Stanley, Rhys",30y 138d,149 (81-1-67 54.70%),96 (0.64),91 (60-1-30 66.48%),56 (0.62)
44,"Stewart, Tom",28y 34d,91 (59-0-32 64.84%),3 (0.03),←,
2,"Tuohy, Zach",31y 129d,209 (103-2-104 49.76%),71 (0.34),89 (55-1-33 62.36%),31 (0.35)
Totals,Totals,27y 238d,3251 (2053-21-1177 63.15%),2278 (0.70),,
C,"Scott, Chris",44y 350d,241 (165-2-74 68.88%),,←,
