Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
18,"Cameron, Jeremy",24y 84d,106 (42-0-64 39.62%),275 (2.59),←,
35,"Corr, Aidan",23y 38d,47 (19-0-28 40.43%),1 (0.02),←,
1,"Davis, Phil",26y 298d,109 (50-0-59 45.87%),6 (0.06),91 (39-0-52 42.86%),5 (0.05)
24,"de Boer, Matt",27y 106d,143 (82-1-60 57.69%),51 (0.36),5 (4-0-1 80.00%),3 (0.60)
4,"Greene, Toby",23y 272d,109 (43-0-66 39.45%),108 (0.99),←,
19,"Haynes, Nick",25y 37d,69 (31-0-38 44.93%),6 (0.09),←,
27,"Himmelberg, Harry",21y 47d,10 (8-0-2 80.00%),2 (0.20),←,
17,"Johnson, Steve",33y 355d,285 (201-3-81 71.05%),505 (1.77),32 (23-0-9 71.88%),53 (1.66)
15,"Kennedy, Matthew",20y 79d,12 (8-0-4 66.67%),5 (0.42),←,
38,"Lloyd, Daniel",25y 126d,5 (5-0-0 100.00%),4 (0.80),←,
41,"Mumford, Shane",30y 354d,164 (108-2-54 66.46%),48 (0.29),64 (39-0-25 60.94%),9 (0.14)
12,"Patton, Jonathon",24y 35d,66 (32-0-34 48.48%),97 (1.47),←,
50,"Reid, Sam",27y 229d,41 (22-0-19 53.66%),20 (0.49),31 (16-0-15 51.61%),19 (0.61)
9,"Scully, Tom",26y 40d,139 (55-1-83 39.93%),65 (0.47),108 (42-0-66 38.89%),59 (0.55)
23,"Shaw, Heath",31y 209d,250 (154-2-94 62.00%),39 (0.16),77 (44-0-33 57.14%),2 (0.03)
5,"Shiel, Dylan",24y 107d,100 (41-0-59 41.00%),55 (0.55),←,
14,"Taranto, Tim",19y 147d,12 (9-0-3 75.00%),6 (0.50),←,
20,"Tomlinson, Adam",23y 318d,80 (28-0-52 35.00%),19 (0.24),←,
8,"Ward, Callan",27y 75d,180 (78-0-102 43.33%),89 (0.49),120 (46-0-74 38.33%),56 (0.47)
6,"Whitfield, Lachie",22y 341d,78 (33-0-45 42.31%),36 (0.46),←,
29,"Williams, Zac",22y 277d,66 (34-0-32 51.52%),20 (0.30),←,
16,"Wilson, Nathan",24y 168d,65 (35-0-30 53.85%),14 (0.22),←,
Totals,Totals,25y 104d,2136 (1118-9-1009 52.34%),1471 (0.69),,
C,"Cameron, Leon",44y 295d,81 (44-0-37 54.32%),,←,
