West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bennell, Jamie",7,1,9,16,,,,,1.0,1.0,2.0,,,,,8.0,9.0,,,3.0,,,83.0
15,"Cripps, Jamie",10,5,8,18,1,2.0,,7.0,,4.0,4.0,1.0,1.0,1.0,,7.0,11.0,,1.0,1.0,,2.0,83.0
27,"Darling, Jack",9,6,6,15,1,,,2.0,,4.0,1.0,1.0,,,,8.0,7.0,2.0,2.0,2.0,1.0,2.0,90.0
18 ↓,"Ellis, Xavier",13,5,5,18,,,,1.0,4.0,,,2.0,,,,2.0,17.0,,,2.0,,,62.0
3,"Gaff, Andrew",18,5,17,35,,1.0,,4.0,2.0,3.0,3.0,2.0,1.0,,,6.0,28.0,,,,2.0,,94.0
33,"Hill, Josh",8,6,6,14,4,,,2.0,,3.0,1.0,1.0,,1.0,,5.0,9.0,2.0,4.0,,,1.0,89.0
25,"Hurn, Shannon",6,4,5,11,,,,1.0,3.0,,,2.0,,,,4.0,7.0,1.0,,6.0,,,86.0
34,"Hutchings, Mark",14,4,11,25,2,,,8.0,1.0,3.0,5.0,3.0,1.0,1.0,,12.0,14.0,1.0,1.0,,,1.0,83.0
17,"Kennedy, Josh",15,14,6,21,7,3.0,,3.0,,3.0,,2.0,1.0,,3.0,8.0,12.0,4.0,9.0,1.0,,1.0,100.0
2,"LeCras, Mark",12,6,5,17,3,2.0,,2.0,,2.0,2.0,5.0,,2.0,,5.0,10.0,,4.0,,,,94.0
35,"McGinnity, Patrick",6,2,4,10,1,,,5.0,,3.0,,2.0,1.0,,,3.0,8.0,1.0,,,,,86.0
9,"Naitanui, Nic",4,2,10,14,1,,48.0,3.0,3.0,3.0,6.0,1.0,2.0,1.0,,9.0,5.0,1.0,,1.0,,,61.0
30,"Nelson, Jackson",5,1,1,6,,,,4.0,2.0,,,1.0,1.0,1.0,,3.0,3.0,,,1.0,,,84.0
38 ↑,"Newman, Murray",2,1,3,5,1,,,,,,,,,,,2.0,3.0,,,,,,21.0
11,"Priddis, Matt",15,4,22,37,,,,7.0,1.0,5.0,7.0,4.0,1.0,2.0,2.0,14.0,23.0,,,1.0,1.0,1.0,86.0
24,"Rosa, Matt",11,4,11,22,,,,3.0,3.0,3.0,4.0,2.0,2.0,1.0,,10.0,13.0,,,2.0,,1.0,91.0
4,"Sheed, Dom",6,3,16,22,1,1.0,,3.0,,2.0,1.0,,1.0,,,9.0,13.0,,1.0,,1.0,2.0,76.0
5,"Sheppard, Brad",9,7,7,16,,,,2.0,,,,1.0,,,,5.0,11.0,1.0,,3.0,,,95.0
13,"Shuey, Luke",12,3,19,31,1,,,6.0,,6.0,7.0,4.0,2.0,2.0,1.0,14.0,19.0,,,,1.0,1.0,85.0
22,"Sinclair, Callum",8,5,7,15,2,,22.0,1.0,,3.0,4.0,3.0,2.0,2.0,,7.0,9.0,1.0,1.0,4.0,,1.0,77.0
12,"Wellingham, Sharrod",9,2,5,14,,,,2.0,2.0,2.0,1.0,,3.0,,,5.0,9.0,,,3.0,,2.0,87.0
6,"Yeo, Elliot",7,2,3,10,,,,,2.0,1.0,,3.0,1.0,1.0,,5.0,5.0,1.0,,3.0,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,92,186,392,25,12.0,70.0,66.0,24.0,51.0,48.0,40.0,20.0,15.0,6.0,151.0,245.0,15.0,23.0,33.0,6.0,15.0,
Opposition,Opposition,178,74,166,344,13,7.0,28.0,55.0,23.0,43.0,37.0,51.0,15.0,20.0,,117.0,221.0,10.0,11.0,45.0,7.0,7.0,
