Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
8,"Bewick, Darren",26y,114 (70-1-43 61.84%),183 (1.61),←,
38,"Denham, Sean",24y 114d,72 (41-1-30 57.64%),31 (0.43),28 (17-1-10 62.50%),10 (0.36)
31,"Fletcher, Dustin",18y 106d,14 (10-1-3 75.00%),,←,
29,"Grenvold, David",27y 168d,66 (45-1-20 68.94%),13 (0.20),←,
1,"Harvey, Mark",28y 71d,155 (104-1-50 67.42%),162 (1.05),←,
11,"Hills, Paul",20y 335d,47 (27-1-19 58.51%),9 (0.19),←,
5,"Hird, James",20y 198d,17 (9-1-7 55.88%),33 (1.94),←,
9,"Kickett, Derek",30y 319d,86 (50-1-35 58.72%),105 (1.22),74 (45-1-28 61.49%),93 (1.26)
13,"Long, Michael",23y 324d,98 (63-0-35 64.29%),66 (0.67),←,
37,"Manton, Glenn",20y 81d,9 (7-0-2 77.78%),,←,
2,"Mercuri, Mark",19y 181d,19 (12-1-6 65.79%),18 (0.95),←,
24,"Misiti, Joe",18y 285d,22 (14-1-7 65.91%),12 (0.55),←,
10,"ODonnell, Gary",28y 101d,133 (83-1-49 62.78%),47 (0.35),←,
47,"Olarenshaw, Ricky",20y 201d,12 (10-0-2 83.33%),5 (0.42),←,
3,"Salmon, Paul",28y 213d,178 (108-1-69 60.96%),437 (2.46),←,
19,"Somerville, Peter",25y 44d,62 (38-0-24 61.29%),56 (0.90),←,
12,"Symons, Michael",21y 339d,20 (15-0-5 75.00%),22 (1.10),←,
26,"Thompson, Mark",29y 275d,168 (109-2-57 65.48%),48 (0.29),←,
21,"Wallis, Dean",23y 359d,59 (33-1-25 56.78%),21 (0.36),←,
4,"Wanganeen, Gavin",20y 64d,57 (32-1-24 57.02%),26 (0.46),←,
Totals,Totals,23y 317d,1408 (880-16-512 62.50%),1294 (0.92),,
C,"Sheedy, Kevin",45y 240d,303 (198-2-103 65.68%),,←,
