Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
28,"Brown, Mitch",28y 319d,63 (31-0-32 49.21%),58 (0.92),48 (18-0-30 37.50%),49 (1.02)
37,"Clarke, Dylan",20y 310d,7 (6-0-1 85.71%),,←,
20,"Clarke, Zac",29y 107d,106 (56-1-49 53.30%),46 (0.43),5 (4-0-1 80.00%),
13,"Fantasia, Orazio",23y 302d,71 (30-1-40 42.96%),106 (1.49),←,
10,"Francis, Aaron",21y 337d,21 (10-0-11 47.62%),5 (0.24),←,
8,"Gleeson, Martin",24y 322d,72 (24-1-47 34.03%),5 (0.07),←,
35,"Guelfi, Matt",21y 333d,29 (17-0-12 58.62%),7 (0.24),←,
26,"Hooker, Cale",30y 273d,188 (89-2-97 47.87%),84 (0.45),←,
18,"Hurley, Michael",29y 42d,176 (84-3-89 48.58%),108 (0.61),←,
4,"Langford, Kyle",22y 224d,58 (23-0-35 39.66%),39 (0.67),←,
15,"Laverde, Jayden",23y 92d,37 (15-0-22 40.54%),27 (0.73),←,
43,"McDonald-Tipungwuti, Anthony",26y 82d,82 (36-0-46 43.90%),93 (1.13),←,
1,"McGrath, Andrew",21y 41d,57 (31-0-26 54.39%),12 (0.21),←,
45,"McKenna, Conor",23y 107d,67 (31-0-36 46.27%),19 (0.28),←,
44,"McKernan, Shaun",28y 315d,72 (30-0-42 41.67%),60 (0.83),38 (18-0-20 47.37%),39 (1.03)
7,"Merrett, Zach",23y 283d,119 (52-1-66 44.12%),39 (0.33),←,
3,"Parish, Darcy",21y 353d,70 (29-0-41 41.43%),28 (0.40),←,
27,"Redman, Mason",21y 321d,18 (10-0-8 55.56%),1 (0.06),←,
42,"Saad, Adam",24y 355d,86 (34-1-51 40.12%),4 (0.05),38 (21-0-17 55.26%),1 (0.03)
9,"Shiel, Dylan",26y 126d,150 (67-3-80 45.67%),68 (0.45),15 (8-0-7 53.33%),4 (0.27)
25,"Stringer, Jake",25y 79d,122 (65-0-57 53.28%),213 (1.75),33 (17-0-16 51.52%),53 (1.61)
11,"Zaharakis, David",29y 142d,202 (92-2-108 46.04%),125 (0.62),←,
Totals,Totals,25y 5d,1873 (862-15-996 46.02%),1147 (0.61),,
C,"Worsfold, John",50y 291d,364 (185-2-177 51.10%),,83 (36-0-47 43.37%),
