Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ainsworth, Ben",22y 164d,49 (10-0-39 20.41%),36 (0.73),←,
15,"Anderson, Noah",19y 157d,8 (4-0-4 50.00%),2 (0.25),←,
10,"Ballard, Charlie",21y,39 (8-0-31 20.51%),1 (0.03),←,
3,"Bowes, Jack",22y 179d,50 (12-0-38 24.00%),12 (0.24),←,
35,"Budarick, Connor",19y 108d,8 (4-0-4 50.00%),1 (0.13),←,
25,"Collins, Sam",26y 38d,31 (10-0-21 32.26%),,17 (7-0-10 41.18%),
12,"Day, Sam",27y 321d,128 (36-1-91 28.52%),92 (0.72),←,
4,"Ellis, Brandon",26y 355d,183 (112-1-70 61.48%),61 (0.33),7 (3-0-4 42.86%),3 (0.43)
21,"Greenwood, Hugh",28y 139d,59 (34-1-24 58.47%),37 (0.63),8 (4-0-4 50.00%),1 (0.13)
1,"Hanley, Pearce",31y 251d,168 (48-0-120 28.57%),60 (0.36),39 (10-0-29 25.64%),2 (0.05)
5,"Harbrow, Jarrod",32y 5d,252 (88-2-162 35.32%),54 (0.21),182 (48-1-133 26.65%),33 (0.18)
39,"Holman, Nick",25y 55d,51 (12-0-39 23.53%),23 (0.45),42 (11-0-31 26.19%),23 (0.55)
34,"King, Ben",20y 16d,22 (4-0-18 18.18%),29 (1.32),←,
13,"Lukosius, Jack",19y 349d,29 (7-0-22 24.14%),6 (0.21),←,
44,"Macpherson, Darcy",22y 268d,47 (10-0-37 21.28%),25 (0.53),←,
11,"Miller, Touk",24y 152d,108 (24-1-83 22.69%),29 (0.27),←,
27,"Powell, Wil",20y 332d,26 (8-0-18 30.77%),9 (0.35),←,
22,"Rankine, Izak",20y 91d,3 (1-0-2 33.33%),6 (2.00),←,
6,"Sexton, Alex",26y 233d,126 (32-0-94 25.40%),118 (0.94),←,
24,"Swallow, David",27y 247d,146 (37-0-109 25.34%),70 (0.48),←,
14,"Weller, Lachie",24y 151d,94 (24-0-70 25.53%),30 (0.32),47 (10-0-37 21.28%),13 (0.28)
28,"Witts, Jarrod",27y 314d,110 (35-0-75 31.82%),25 (0.23),70 (17-0-53 24.29%),7 (0.10)
Totals,Totals,24y 162d,1737 (560-6-1171 32.24%),726 (0.42),,
C,"Dew, Stuart",40y 340d,52 (11-0-41 21.15%),,←,
