St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game],St Kilda Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
34,"Bailey, Doug",6,3.0,5,11,,,,2.0,,,,,,1.0,,,,,,,,,
14,"Bardsley, Kristian",4,1.0,4,8,,,,,,,,,1.0,4.0,,,,,,,,,
21,"Bourke, Darren",6,2.0,7,13,,,,3.0,,,,,1.0,1.0,,,,,,,,,
3,"Burke, Nathan",14,4.0,7,21,,,,6.0,,,,,2.0,2.0,,,,,,,,,
19,"Burns, Adrian",11,3.0,3,14,1.0,1.0,,1.0,,,,,2.0,2.0,,,,,,,,,
10,"Everitt, Peter",1,1.0,2,3,1.0,,1.0,,,,,,,,,,,,,,,,
36,"Fode, Gordon",2,,1,3,1.0,1.0,,2.0,,,,,,1.0,,,,,,,,,
2,"Frawley, Danny",6,6.0,8,14,,,,,,,,,2.0,,,,,,,,,,
24,"Frost, Michael",2,2.0,3,5,,,,,,,,,,2.0,,,,,,,,,
6,"Grant, David",13,7.0,3,16,,,,2.0,,,,,3.0,2.0,,,,,,,,,
22,"Heppell, Martin",2,,2,4,,,,,,,,,,,,,,,,,,,
17,"Keogh, Rod",19,7.0,11,30,1.0,,,2.0,,,,,2.0,4.0,,,,,,,,,
23,"Loewe, Stewart",8,4.0,4,12,1.0,2.0,3.0,1.0,,,,,4.0,2.0,,,,,,,,,
28,"OBrien, Craig",11,4.0,2,13,3.0,3.0,,1.0,,,,,3.0,1.0,,,,,,,,,
29,"Peckett, Justin",10,1.0,6,16,,,,2.0,,,,,,,,,,,,,,,
41,"Pekin, Tim",9,2.0,4,13,,1.0,,3.0,,,,,3.0,,,,,,,,,,
31,"Shanahan, Jamie",9,3.0,4,13,,,,2.0,,,,,2.0,,,,,,,,,,
5,"Shaw, Damen",15,5.0,4,19,,1.0,,1.0,,,,,,,,,,,,,,,
9,"Vidovic, Lazar",8,4.0,6,14,1.0,,13.0,2.0,,,,,2.0,1.0,,,,,,,,,
33,"Wakelin, Shane",7,3.0,5,12,,,,,,,,,1.0,2.0,,,,,,,,,
7,"Winmar, Nicky",9,2.0,7,16,1.0,1.0,,3.0,,,,,3.0,2.0,,,,,,,,,
Totals,Totals,172,64.0,98,270,10.0,10.0,17.0,33.0,,,,,31.0,27.0,,,,,,,,,
Opposition,Opposition,187,64.0,118,305,15.0,22.0,12.0,26.0,,,,,27.0,31.0,6.0,,,,,,,,
