St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
3,"Burke, Nathan",30y 41d,272 (123-2-147 45.59%),97 (0.36),←,
16,"Carr, Matthew",21y 80d,12 (6-0-6 50.00%),1 (0.08),←,
14,"Charles, Sean",24y 305d,50 (16-0-34 32.00%),60 (1.20),2 (0-0-2 0.00%),
27,"Davis, Chad",19y 291d,1 (0-0-1 0.00%),1 (1.00),←,
6,"Delaney, Tony",24y 82d,45 (17-1-27 38.89%),20 (0.44),2 (0-0-2 0.00%),
10,"Everitt, Peter",25y 320d,134 (66-1-67 49.63%),227 (1.69),←,
25,"Hall, Barry",23y 39d,54 (28-0-26 51.85%),64 (1.19),←,
35,"Harvey, Robert",28y 210d,222 (113-2-107 51.35%),132 (0.59),←,
7,"Hayes, Lenny",20y 64d,18 (8-0-10 44.44%),5 (0.28),←,
8,"Hudghton, Max",23y 198d,65 (34-0-31 52.31%),1 (0.02),←,
5,"Jones, Austinn",23y 172d,110 (53-0-57 48.18%),93 (0.85),←,
23,"Loewe, Stewart",31y 300d,278 (126-1-151 45.50%),529 (1.90),←,
26,"McLaren, Joe",22y 98d,48 (20-0-28 41.67%),27 (0.56),←,
11,"Mitchell, Gavin",27y 81d,81 (35-0-46 43.21%),79 (0.98),45 (22-0-23 48.89%),61 (1.36)
9,"Monkhorst, Damian",30y 210d,207 (107-4-96 52.66%),45 (0.22),2 (0-0-2 0.00%),
1,"Peckett, Justin",27y 165d,139 (66-1-72 47.84%),13 (0.09),←,
17,"Plapp, Justin",22y 270d,20 (10-0-10 50.00%),23 (1.15),2 (0-0-2 0.00%),1 (0.50)
19,"Sziller, Steven",27y 94d,98 (51-0-47 52.04%),37 (0.38),←,
4,"Thompson, Andrew",27y 149d,69 (38-0-31 55.07%),49 (0.71),←,
15,"Wakelin, Darryl",25y 220d,98 (51-0-47 52.04%),8 (0.08),←,
12,"Wakelin, Shane",25y 219d,91 (41-1-49 45.60%),19 (0.21),←,
20,"Young, Matthew",27y 183d,102 (53-0-49 51.96%),19 (0.19),81 (44-0-37 54.32%),13 (0.16)
Totals,Totals,25y 172d,2214 (1062-13-1139 47.97%),1549 (0.70),,
C,"Watson, Tim",38y 249d,24 (10-0-14 41.67%),,←,
