Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
4,"Bontempelli, Marcus",28y 225d,232 (127-0-105 54.74%),224 (0.97),←,
29,"Bramble, Lachlan",26y 78d,46 (17-2-27 39.13%),4 (0.09),16 (8-0-8 50.00%),2 (0.13)
17,"Coffield, Nick",24y 257d,55 (23-1-31 42.73%),2 (0.04),3 (1-0-2 33.33%),
31,"Dale, Bailey",27y 350d,147 (79-0-68 53.74%),81 (0.55),←,
10,"Darcy, Sam",20y 353d,20 (9-0-11 45.00%),26 (1.30),←,
15,"Duryea, Taylor",33y 73d,206 (133-1-72 64.81%),25 (0.12),88 (51-0-37 57.95%),4 (0.05)
44,"English, Tim",26y 331d,124 (67-0-57 54.03%),74 (0.60),←,
27,"Freijah, Joel",18y 235d,8 (5-0-3 62.50%),1 (0.13),←,
12,"Gallagher, Harvey",20y 284d,16 (8-0-8 50.00%),8 (0.50),←,
24,"Khamis, Buku",24y 104d,21 (11-0-10 52.38%),7 (0.33),←,
21,"Liberatore, Tom",32y 51d,226 (110-0-116 48.67%),84 (0.37),←,
7,"Lobb, Rory",31y 148d,168 (91-2-75 54.76%),172 (1.02),28 (15-0-13 53.57%),29 (1.04)
11,"Macrae, Jack",29y 338d,244 (129-0-115 52.87%),57 (0.23),←,
30,"McNeil, Lachlan",23y 148d,46 (29-0-17 63.04%),22 (0.48),←,
33,"Naughton, Aaron",24y 219d,136 (74-0-62 54.41%),215 (1.58),←,
18,"ODonnell, James",21y 310d,23 (11-0-12 47.83%),3 (0.13),←,
20,"Richards, Ed",25y 3d,117 (60-0-57 51.28%),27 (0.23),←,
9,"Sanders, Ryley",19y 167d,12 (6-0-6 50.00%),,←,
1,"Treloar, Adam",31y 119d,247 (112-1-134 45.55%),147 (0.60),74 (42-0-32 56.76%),50 (0.68)
2,"Ugle-Hagan, Jamarra",22y 93d,59 (30-0-29 50.85%),85 (1.44),←,
23,"Vandermeer, Laitham",25y 154d,60 (31-0-29 51.67%),29 (0.48),←,
14,"West, Rhylee",23y 360d,52 (29-0-23 55.77%),40 (0.77),←,
34,"Williams, Bailey",26y 270d,143 (76-0-67 53.15%),32 (0.22),←,
Totals,Totals,25y 235d,2408 (1267-7-1134 52.62%),1365 (0.57),,
C,"Beveridge, Luke",53y 318d,222 (124-0-98 55.86%),,←,
