Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
18,"Cameron, Leon",21y 261d,69 (36-1-32 52.90%),31 (0.45),←,
32,"Ellis, Craig",18y 351d,4 (2-0-2 50.00%),,←,
3,"Grant, Chris",21y 159d,84 (46-1-37 55.36%),168 (2.00),←,
1,"Grgic, Ilija",22y 77d,17 (10-0-7 58.82%),33 (1.94),←,
7,"Hawkins, Doug",34y 16d,315 (135-4-176 43.49%),212 (0.67),←,
10,"Hunter, Mark",28y 260d,98 (47-2-49 48.98%),4 (0.04),←,
21,"Kolyniuk, Steven",23y 320d,83 (41-1-41 50.00%),95 (1.14),←,
12,"Koster, Kym",21y 109d,7 (3-0-4 42.86%),4 (0.57),←,
35,"Kretiuk, Steven",21y 321d,25 (16-0-9 64.00%),6 (0.24),←,
39,"Liberatore, Tony",28y 99d,112 (63-1-48 56.70%),63 (0.56),←,
9,"Nicholson, Brad",19y 351d,10 (6-0-4 60.00%),1 (0.10),←,
44,"Osborne, Richard",29y 339d,207 (84-0-123 40.58%),454 (2.19),4 (3-0-1 75.00%),4 (1.00)
22,"Quill, Peter",24y 271d,19 (11-0-8 57.89%),6 (0.32),←,
2,"Reynolds, Keenan",25y 134d,61 (34-0-27 55.74%),26 (0.43),←,
34,"Sexton, Ben",21y 204d,28 (15-1-12 55.36%),26 (0.93),←,
8,"Southern, Daniel",19y 140d,8 (4-0-4 50.00%),3 (0.38),←,
17,"Standfield, Barry",24y 97d,60 (34-0-26 56.67%),24 (0.40),←,
29,"Thorpe, Alan",25y 215d,14 (8-1-5 60.71%),26 (1.86),11 (7-0-4 63.64%),21 (1.91)
24,"Wallis, Stephen",29y 206d,213 (113-2-98 53.52%),52 (0.24),←,
25,"Watts, Jason",22y 296d,8 (4-0-4 50.00%),1 (0.13),←,
14,"West, Scott",19y 188d,24 (13-0-11 54.17%),22 (0.92),←,
Totals,Totals,24y 19d,1466 (725-14-727 49.45%),1257 (0.86),,
C,"Joyce, Alan",51y 212d,99 (70-0-29 70.71%),,6 (3-0-3 50.00%),
