Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
17,"Bowey, Jake",22y 240d,70 (43-0-27 61.43%),8 (0.11),←,
37,"Chandler, Kade",25y 117d,65 (35-0-30 53.85%),51 (0.78),←,
31,"Fritsch, Bayley",28y 155d,157 (86-1-70 55.10%),259 (1.65),←,
11,"Gawn, Max",33y 131d,233 (114-1-118 49.14%),110 (0.47),←,
21,"Jefferson, Matthew",21y 63d,3 (0-0-3 0.00%),2 (0.67),←,
15,"Langdon, Ed",29y 98d,188 (99-1-88 52.93%),81 (0.43),120 (74-1-45 62.08%),48 (0.40)
19,"Langford, Harvey",19y 56d,8 (3-0-5 37.50%),7 (0.88),←,
20,"Lindsay, Xavier",18y 280d,8 (3-0-5 37.50%),,←,
1,"May, Steven",33y 120d,241 (109-2-130 45.64%),24 (0.10),118 (71-1-46 60.59%),3 (0.03)
25,"McDonald, Tom",32y 234d,241 (106-1-134 44.19%),169 (0.70),←,
4,"McVee, Judd",21y 276d,51 (29-0-22 56.86%),1 (0.02),←,
13,"Oliver, Clayton",27y 292d,191 (105-1-85 55.24%),55 (0.29),←,
5,"Petracca, Christian",29y 126d,198 (110-1-87 55.81%),194 (0.98),←,
36,"Pickett, Kysaiah",23y 342d,112 (71-1-40 63.84%),172 (1.54),←,
24,"Rivers, Trent",23y 284d,109 (68-1-40 62.84%),10 (0.09),←,
3,"Salem, Christian",29y 299d,185 (93-1-91 50.54%),26 (0.14),←,
30,"Sharp, Harry",22y 144d,25 (13-1-11 54.00%),10 (0.40),9 (3-0-6 33.33%),6 (0.67)
9,"Spargo, Charlie",25y 166d,105 (67-1-37 64.29%),64 (0.61),←,
32,"Sparrow, Tom",24y 344d,104 (63-1-40 61.06%),38 (0.37),←,
12,"Tholstrup, Koltyn",19y 316d,14 (7-0-7 50.00%),6 (0.43),←,
10,"Turner, Daniel",23y 102d,23 (10-0-13 43.48%),22 (0.96),←,
2,"van Rooyen, Jacob",22y 24d,47 (25-0-22 53.19%),62 (1.32),←,
6,"Windsor, Caleb",19y 335d,26 (13-0-13 50.00%),10 (0.38),←,
Totals,Totals,25y 55d,2404 (1272-14-1118 52.91%),1381 (0.57),,
C,"Goodwin, Simon",48y 135d,192 (107-1-84 55.99%),,191 (107-1-83 56.28%),
