Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
47 ↓,"Ambrose, Patrick",1,1,3,4,1,,,3.0,,1.0,,2.0,,2.0,,2.0,3.0,1.0,1.0,1.0,,,51.0
12,"Baguley, Mark",7,4,9,16,,,,4.0,3.0,4.0,1.0,2.0,1.0,1.0,,5.0,11.0,,,4.0,1.0,1.0,84.0
2,"Bellchambers, Tom",1,2,2,3,,,13.0,1.0,1.0,,,4.0,,4.0,,,3.0,,,2.0,,,80.0
22,"Carlisle, Jake",7,2,4,11,1,2.0,,3.0,,2.0,,4.0,1.0,1.0,,6.0,6.0,2.0,2.0,1.0,,,93.0
3,"Chapman, Paul",8,2,13,21,,,,6.0,,5.0,5.0,2.0,,1.0,,11.0,10.0,,1.0,,,2.0,78.0
32,"Colyer, Travis",7,2,8,15,,,,1.0,1.0,4.0,1.0,,,,,5.0,11.0,,,2.0,3.0,,88.0
29 ↑,"DellOlio, Cory",3,3,4,7,,,,2.0,,1.0,,,1.0,,,3.0,4.0,1.0,1.0,,,,34.0
15,"Dempsey, Courtenay",8,2,5,13,,,,1.0,1.0,2.0,1.0,4.0,,1.0,,4.0,8.0,,,6.0,,,86.0
31,"Fletcher, Dustin",9,4,4,13,,,,1.0,4.0,3.0,,,,,,4.0,9.0,,,8.0,,,88.0
9,"Goddard, Brendon",13,2,8,21,,1.0,2.0,1.0,3.0,3.0,3.0,3.0,,,,8.0,14.0,,,2.0,,1.0,87.0
21,"Heppell, Dyson",15,2,9,24,1,,,6.0,2.0,3.0,11.0,2.0,2.0,,,14.0,12.0,,1.0,1.0,,2.0,85.0
39,"Hocking, Heath",5,,10,15,,,1.0,7.0,1.0,3.0,3.0,1.0,1.0,,,9.0,5.0,,,1.0,,,82.0
26,"Hooker, Cale",7,1,7,14,,,,1.0,4.0,,1.0,1.0,,1.0,,4.0,9.0,,,8.0,1.0,,100.0
40,"Howlett, Ben",5,2,7,12,1,,,6.0,,2.0,4.0,3.0,,2.0,,7.0,5.0,,1.0,1.0,,,81.0
18,"Hurley, Michael",18,7,11,29,1,,,,4.0,3.0,2.0,2.0,,1.0,1.0,14.0,14.0,4.0,1.0,3.0,,1.0,94.0
20,"Merrett, Jackson",5,2,9,14,,,,1.0,2.0,3.0,2.0,4.0,,,,6.0,8.0,,,1.0,,,76.0
27,"Merrett, Zach",7,2,12,19,,,,8.0,2.0,2.0,,3.0,5.0,2.0,,6.0,13.0,,,,,1.0,78.0
23,"Myers, David",10,4,9,19,1,,1.0,5.0,1.0,3.0,3.0,3.0,,2.0,,8.0,12.0,,,4.0,,,81.0
30,"Ryder, Paddy",10,4,5,15,2,2.0,28.0,3.0,1.0,1.0,5.0,2.0,,,,8.0,6.0,,3.0,2.0,,,93.0
5,"Stanton, Brent",10,5,9,19,,1.0,,1.0,1.0,3.0,1.0,2.0,,1.0,,4.0,15.0,,,1.0,,,87.0
8,"Winderlich, Jason",7,2,10,17,,,,2.0,4.0,2.0,,3.0,,2.0,,3.0,14.0,,,2.0,,,85.0
11,"Zaharakis, David",14,,11,25,,1.0,,6.0,4.0,4.0,4.0,6.0,,3.0,,6.0,19.0,,,,,,88.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,177,55,169,346,8,9.0,45.0,69.0,39.0,54.0,47.0,53.0,11.0,24.0,1.0,137.0,211.0,8.0,11.0,50.0,5.0,8.0,
Opposition,Opposition,226,98,178,404,11,13.0,54.0,67.0,43.0,56.0,40.0,39.0,24.0,11.0,5.0,151.0,249.0,9.0,11.0,46.0,10.0,7.0,
