Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
32,"Bell, Peter",29y 75d,218 (124-0-94 56.88%),196 (0.90),95 (40-0-55 42.11%),76 (0.80)
21,"Black, Heath",25y 352d,131 (44-0-87 33.59%),60 (0.46),77 (22-0-55 28.57%),41 (0.53)
2,"Carr, Josh",25y 16d,113 (81-1-31 72.12%),63 (0.56),8 (4-0-4 50.00%),3 (0.38)
9,"Carr, Matthew",26y 137d,110 (40-1-69 36.82%),50 (0.45),82 (33-0-49 40.24%),48 (0.59)
10,"Cook, Troy",28y 276d,155 (70-0-85 45.16%),60 (0.39),112 (46-0-66 41.07%),49 (0.44)
33,"Farmer, Jeff",27y 325d,188 (87-0-101 46.28%),368 (1.96),70 (35-0-35 50.00%),109 (1.56)
14,"Grover, Antoni",25y 65d,80 (34-0-46 42.50%),12 (0.15),←,
42,"Haddrill, Robert",24y 107d,56 (29-0-27 51.79%),,←,
4,"Hasleby, Paul",23y 337d,116 (47-0-69 40.52%),76 (0.66),←,
11,"Headland, Des",24y 114d,100 (66-0-34 66.00%),95 (0.95),48 (26-0-22 54.17%),43 (0.90)
20,"Longmuir, Justin",24y 114d,107 (42-0-65 39.25%),138 (1.29),←,
18,"McPharlin, Luke",23y 165d,59 (31-0-28 52.54%),25 (0.42),47 (23-0-24 48.94%),22 (0.47)
34,"Medhurst, Paul",23y 155d,73 (37-0-36 50.68%),143 (1.96),←,
16,"Mundy, David",19y 299d,3 (2-0-1 66.67%),,←,
23,"Parker, Shane",32y 86d,192 (70-0-122 36.46%),9 (0.05),←,
29,"Pavlich, Matthew",23y 135d,114 (46-0-68 40.35%),126 (1.11),←,
12,"Polak, Graham",20y 333d,52 (28-0-24 53.85%),3 (0.06),←,
31,"Sandilands, Aaron",22y 160d,44 (25-0-19 56.82%),9 (0.20),←,
35,"Siegert, Andrew",23y 117d,35 (16-0-19 45.71%),5 (0.14),←,
13,"Smith, Dylan",22y 301d,19 (9-0-10 47.37%),3 (0.16),8 (4-0-4 50.00%),2 (0.25)
22,"Thornton, Scott",22y 246d,23 (12-0-11 52.17%),,←,
1,"Webster, Luke",22y 355d,14 (6-0-8 42.86%),4 (0.29),←,
Totals,Totals,24y 244d,2002 (946-2-1054 47.25%),1445 (0.72),,
C,"Connolly, Chris",42y 51d,76 (39-0-37 51.32%),,75 (38-0-37 50.67%),
