Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",28y 50d,186 (119-0-67 63.98%),109 (0.59),←,
12,"Blakey, John",34y 293d,331 (178-0-153 53.78%),107 (0.32),196 (126-0-70 64.29%),69 (0.35)
22,"Burton, Matthew",30y 359d,99 (37-0-62 37.37%),42 (0.42),29 (15-0-14 51.72%),10 (0.34)
18,"Carey, Wayne",29y 351d,234 (147-0-87 62.82%),649 (2.77),←,
23,"Clayton, Shane",22y 201d,73 (38-0-35 52.05%),22 (0.30),55 (36-0-19 65.45%),21 (0.38)
45,"Cochrane, Stuart",22y 297d,19 (8-0-11 42.11%),3 (0.16),←,
2,"Colbert, Leigh",25y 340d,125 (72-1-52 58.00%),59 (0.47),20 (10-0-10 50.00%),9 (0.45)
6,"Grant, Shannon",24y 24d,138 (86-1-51 62.68%),157 (1.14),80 (54-0-26 67.50%),119 (1.49)
29,"Harvey, Brent",22y 364d,94 (63-0-31 67.02%),104 (1.11),←,
21,"Jones, Corey",20y 76d,4 (2-0-2 50.00%),2 (0.50),←,
34,"King, David",29y 67d,163 (107-0-56 65.64%),79 (0.48),←,
35,"Makepeace, Troy",22y 68d,29 (16-0-13 55.17%),7 (0.24),←,
4,"Martyn, Mick",32y 255d,261 (155-1-105 59.58%),15 (0.06),←,
5,"McCartney, Jason",27y 60d,152 (85-0-67 55.92%),53 (0.35),77 (51-0-26 66.23%),5 (0.06)
8,"McLaren, Joe",23y 153d,59 (22-1-36 38.14%),36 (0.61),2 (1-0-1 50.00%),3 (1.50)
32,"Morrell, Digby",21y 215d,2 (1-0-1 50.00%),1 (0.50),←,
44,"Motlop, Shannon",22y 268d,29 (19-0-10 65.52%),19 (0.66),←,
20,"Petrie, Drew",18y 210d,4 (1-0-3 25.00%),,←,
28,"Pickett, Byron",23y 275d,83 (55-0-28 66.27%),7 (0.08),←,
26,"Rocca, Saverio",27y 174d,162 (71-2-89 44.44%),527 (3.25),6 (1-0-5 16.67%),13 (2.17)
7,"Simpson, Adam",25y 86d,122 (84-0-38 68.85%),40 (0.33),←,
10,"Stevens, Anthony",29y 315d,225 (138-0-87 61.33%),101 (0.45),←,
Totals,Totals,25y 271d,2594 (1504-6-1084 57.98%),2139 (0.82),,
C,"Pagan, Denis",53y 231d,202 (131-0-71 64.85%),,←,
