Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
15,"Allan, Ben",23y 291d,50 (33-0-17 66.00%),32 (0.64),←,
4,"Collins, Andrew",27y 98d,120 (88-0-32 73.33%),30 (0.25),←,
3,"Condon, Anthony",24y 239d,77 (56-0-21 72.73%),31 (0.40),←,
14,"Dear, Greg",29y 106d,123 (94-0-29 76.42%),18 (0.15),←,
19,"Dunstall, Jason",27y 353d,164 (127-0-37 77.44%),761 (4.64),←,
16,"Gowers, Andrew",23y 112d,41 (30-0-11 73.17%),20 (0.49),←,
6,"Hall, Tony",27y 320d,73 (58-0-15 79.45%),118 (1.62),←,
17,"Hudson, Paul",22y 12d,48 (35-0-13 72.92%),90 (1.88),←,
11,"Jarman, Darren",25y 186d,43 (29-0-14 67.44%),66 (1.53),←,
1,"Jencke, Ray",26y 129d,113 (81-0-32 71.68%),23 (0.20),←,
32,"Johnston, Michael",21y 167d,3 (3-0-0 100.00%),3 (1.00),←,
24,"Langford, Chris",29y 212d,213 (160-1-52 75.35%),31 (0.15),←,
12,"Lawrence, Stephen",23y 101d,66 (45-0-21 68.18%),17 (0.26),←,
28,"McDonald, Alex",22y 170d,17 (11-0-6 64.71%),9 (0.53),←,
2,"Mew, Chris",31y 86d,226 (163-1-62 72.35%),20 (0.09),←,
35,"Morrissey, James",27y 302d,100 (75-0-25 75.00%),98 (0.98),←,
44,"Platten, John",29y 137d,155 (115-0-40 74.19%),163 (1.05),←,
18,"Pritchard, Darrin",26y 133d,122 (90-0-32 73.77%),68 (0.56),←,
25,"Taylor, Jason",23y 313d,23 (10-0-13 43.48%),11 (0.48),16 (9-0-7 56.25%),7 (0.44)
41,"Taylor, Richard",19y 18d,1 (1-0-0 100.00%),3 (3.00),←,
Totals,Totals,25y 229d,1778 (1304-2-472 73.34%),1612 (0.91),,
C,"Joyce, Alan",49y 285d,68 (51-0-17 75.00%),,←,
