Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",26y 137d,121 (49-2-70 41.32%),35 (0.29),←,
18,"Banfield, Todd",21y 277d,42 (11-0-31 26.19%),54 (1.29),←,
17,"Beams, Claye",20y 212d,6 (1-0-5 16.67%),5 (0.83),←,
43,"Bewick, Rohan",22y 173d,13 (4-0-9 30.77%),5 (0.38),←,
20,"Black, Simon",32y 363d,297 (163-4-130 55.56%),163 (0.55),←,
41,"Golby, Mitch",20y 180d,9 (3-0-6 33.33%),,←,
11,"Hanley, Pearce",23y 137d,35 (8-0-27 22.86%),8 (0.23),←,
22,"Hudson, Ben",33y 36d,144 (87-1-56 60.76%),15 (0.10),1 (1-0-0 100.00%),
35,"Lester, Ryan",19y 218d,4 (1-0-3 25.00%),2 (0.50),←,
23,"Leuenberger, Matthew",23y 298d,67 (23-1-43 35.07%),11 (0.16),←,
36,"Maguire, Matt",27y 306d,129 (64-1-64 50.00%),19 (0.15),30 (10-0-20 33.33%),
9,"McGrath, Ashley",28y 316d,177 (86-2-89 49.15%),136 (0.77),←,
40,"McKeever, Niall",23y 44d,11 (3-0-8 27.27%),1 (0.09),←,
21,"Merrett, Daniel",27y 110d,114 (48-3-63 43.42%),19 (0.17),←,
24,"Patfull, Joel",27y 115d,118 (47-3-68 41.10%),21 (0.18),←,
4,"Polec, Jared",19y 171d,4 (1-0-3 25.00%),1 (0.25),←,
31,"Polkinghorne, James",23y 70d,62 (23-1-38 37.90%),38 (0.61),←,
30,"Redden, Jack",21y 113d,55 (18-1-36 33.64%),24 (0.44),←,
10,"Rich, Daniel",21y 298d,63 (24-1-38 38.89%),34 (0.54),←,
38,"Rockliff, Tom",22y 38d,41 (9-0-32 21.95%),19 (0.46),←,
3,"Sheldon, Sam",23y 23d,41 (18-1-22 45.12%),11 (0.27),←,
32,"Stiller, Cheynee",25y 333d,98 (38-3-57 40.31%),21 (0.21),←,
Totals,Totals,24y 131d,1651 (729-24-898 44.16%),642 (0.39),,
C,"Voss, Michael",36y 268d,69 (26-1-42 38.41%),,←,
