Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 14d,3 (2-0-1 66.67%),,←,
18,"Cameron, Jeremy",27y 95d,159 (72-3-84 46.23%),412 (2.59),←,
3,"Coniglio, Stephen",26y 203d,138 (65-1-72 47.46%),80 (0.58),←,
35,"Corr, Aidan",26y 49d,88 (42-3-43 49.43%),2 (0.02),←,
16,"Daniels, Brent",21y 118d,38 (24-0-14 63.16%),15 (0.39),←,
1,"Davis, Phil",29y 310d,171 (85-3-83 50.58%),7 (0.04),153 (74-3-76 49.35%),6 (0.04)
24,"de Boer, Matt",30y 117d,192 (112-4-76 59.38%),74 (0.39),54 (34-3-17 65.74%),26 (0.48)
31,"Finlayson, Jeremy",24y 147d,43 (25-2-16 60.47%),57 (1.33),←,
12,"Green, Tom",19y 164d,3 (3-0-0 100.00%),1 (0.33),←,
4,"Greene, Toby",26y 284d,149 (68-1-80 45.97%),174 (1.17),←,
9,"Hately, Jackson",19y 258d,10 (5-0-5 50.00%),2 (0.20),←,
19,"Haynes, Nick",28y 48d,133 (66-3-64 50.75%),9 (0.07),←,
27,"Himmelberg, Harry",24y 58d,70 (45-1-24 65.00%),82 (1.17),←,
2,"Hopper, Jacob",23y 150d,72 (46-1-25 64.58%),29 (0.40),←,
25,"Keeffe, Lachlan",30y 82d,59 (35-0-24 59.32%),14 (0.24),19 (10-0-9 52.63%),7 (0.37)
22,"Kelly, Josh",25y 144d,122 (70-2-50 58.20%),78 (0.64),←,
38,"Lloyd, Daniel",28y 138d,43 (25-3-15 61.63%),34 (0.79),←,
41,"Mumford, Shane",34y,194 (127-4-63 66.49%),53 (0.27),94 (58-2-34 62.77%),14 (0.15)
36,"Perryman, Harry",21y 199d,41 (22-1-18 54.88%),13 (0.32),←,
23,"Shaw, Heath",34y 221d,313 (191-5-117 61.82%),39 (0.12),140 (81-3-56 58.93%),2 (0.01)
11,"Sheridan, Tom",26y 251d,83 (42-0-41 50.60%),31 (0.37),2 (2-0-0 100.00%),
6,"Whitfield, Lachie",25y 353d,138 (68-3-67 50.36%),60 (0.43),←,
Totals,Totals,26y 22d,2262 (1240-40-982 54.82%),1266 (0.56),,
C,"Cameron, Leon",47y 307d,148 (82-3-63 56.42%),,←,
