Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",19y 314d,19 (10-0-9 52.63%),1 (0.05),←,
44,"Buckley, Jack",23y 135d,9 (3-0-6 33.33%),,←,
21,"Buntine, Matt",27y 194d,63 (33-0-30 52.38%),3 (0.05),←,
13,"Cumming, Isaac",22y 263d,17 (8-0-9 47.06%),,←,
16,"Daniels, Brent",22y 53d,55 (32-0-23 58.18%),21 (0.38),←,
31,"Finlayson, Jeremy",25y 81d,57 (32-2-23 57.89%),73 (1.28),←,
4,"Greene, Toby",27y 218d,165 (75-1-89 45.76%),202 (1.22),←,
12,"Green, Tom",20y 98d,12 (6-0-6 50.00%),5 (0.42),←,
37,"Hill, Bobby",21y 81d,20 (10-0-10 50.00%),14 (0.70),←,
27,"Himmelberg, Harry",24y 358d,88 (53-1-34 60.80%),104 (1.18),←,
23,"Hogan, Jesse",26y 78d,91 (42-0-49 46.15%),174 (1.91),1 (1-0-0 100.00%),4 (4.00)
2,"Hopper, Jacob",24y 84d,91 (54-1-36 59.89%),34 (0.37),←,
39,"Idun, Connor",20y 276d,9 (4-0-5 44.44%),,←,
25,"Keeffe, Lachlan",31y 17d,78 (43-0-35 55.13%),15 (0.19),38 (18-0-20 47.37%),8 (0.21)
22,"Kelly, Josh",26y 78d,139 (77-2-60 56.12%),88 (0.63),←,
41,"Mumford, Shane",34y 300d,205 (133-4-68 65.85%),53 (0.26),105 (64-2-39 61.90%),14 (0.13)
33,"OHalloran, Xavier",20y 294d,8 (4-0-4 50.00%),3 (0.38),←,
36,"Perryman, Harry",22y 133d,56 (28-1-27 50.89%),15 (0.27),←,
50,"Reid, Sam",31y 175d,97 (53-3-41 56.19%),31 (0.32),87 (47-3-37 55.75%),30 (0.34)
14,"Taranto, Tim",23y 93d,81 (47-1-33 58.64%),30 (0.37),←,
15,"Taylor, Sam",21y 361d,41 (26-0-15 63.41%),1 (0.02),←,
8,"Ward, Callan",31y 21d,231 (103-3-125 45.24%),112 (0.48),171 (71-3-97 42.40%),79 (0.46)
6,"Whitfield, Lachie",26y 287d,151 (74-3-74 50.00%),61 (0.40),←,
Totals,Totals,25y 15d,1783 (950-22-811 53.28%),1040 (0.58),,
C,"Cameron, Leon",48y 241d,167 (90-3-74 54.79%),,←,
