Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game],Footscray Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",13,2,9,22,,1.0,,1.0,,,,,,1.0,,,,,,,,,
35,"Baxter, Darren",18,4,3,21,,1.0,,,,,,,1.0,,,,,,,,,,
3,"Campbell, Adrian",,,1,1,,,,,,,,,,2.0,,,,,,,,,
6,"Campbell, Tony",10,7,3,13,,,,,,,,,1.0,1.0,,,,,,,,,
20,"Coleman, Glenn",15,6,10,25,1,,2.0,1.0,,,,,2.0,1.0,,,,,,,,,
26,"Del-Re, Danny",9,6,3,12,5,1.0,,1.0,,,,,,3.0,,,,,,,,,
12,"Eppelstun, Greg",8,1,1,9,,,,4.0,,,,,,4.0,1.0,,,,,,,,
29,"Grant, Chris",12,6,9,21,1,,,,,,,,2.0,1.0,,,,,,,,,
7,"Hawkins, Doug",8,2,8,16,,,,,,,,,1.0,4.0,,,,,,,,,
10,"Hunter, Mark",13,3,2,15,,,,,,,,,3.0,,,,,,,,,,
4,"Kellett, Nigel",13,3,5,18,,1.0,,,,,,,,1.0,,,,,,,,,
21,"Kolyniuk, Steven",6,5,4,10,,1.0,,4.0,,,,,,4.0,,,,,,,,,
39,"Liberatore, Tony",16,1,9,25,1,,,4.0,,,,,2.0,,3.0,,,,,,,,
27,"Macpherson, Stephen",10,2,3,13,,,,1.0,,,,,,1.0,,,,,,,,,
2,"Reynolds, Keenan",10,4,3,13,,,,2.0,,,,,1.0,,,,,,,,,,
33,"Royal, Brian",11,3,3,14,3,1.0,,1.0,,,,,,4.0,,,,,,,,,
17,"Standfield, Barry",5,3,4,9,,,,2.0,,,,,,2.0,,,,,,,,,
8,"Toohey, Bernard",3,2,1,4,,,,1.0,,,,,,2.0,,,,,,,,,
24,"Wallis, Stephen",18,9,7,25,,,,3.0,,,,,2.0,1.0,,,,,,,,,
15,"Wynd, Scott",9,3,5,14,,,22.0,4.0,,,,,2.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,72,93,300,11,10.0,24.0,29.0,,,,,17.0,33.0,4.0,,,,,,,,
Opposition,Opposition,213,87,109,322,11,16.0,13.0,39.0,,,,,33.0,17.0,2.0,,,,,,,,
