Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game],Greater Western Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Cameron, Jeremy",6,4,4,10,,,,2.0,2.0,3.0,,1.0,2.0,,,5.0,5.0,,,2.0,,,95.0
3,"Coniglio, Stephen",12,3,13,25,,,1.0,6.0,3.0,2.0,2.0,3.0,1.0,,,10.0,15.0,,,,,,85.0
35,"Corr, Aidan",5,2,4,9,,,,,1.0,,,3.0,,2.0,,5.0,4.0,1.0,,7.0,,,95.0
44,"Downie, Tom",2,,6,8,1,,26.0,3.0,,,3.0,2.0,1.0,2.0,,5.0,3.0,,,3.0,,,82.0
4,"Greene, Toby",7,3,5,12,1,,,3.0,,2.0,1.0,4.0,1.0,2.0,,6.0,6.0,1.0,3.0,,,1.0,88.0
32,"Griffen, Ryan",10,6,11,21,,,,4.0,2.0,5.0,1.0,4.0,1.0,2.0,,7.0,14.0,,,,3.0,1.0,92.0
2,"Hampton, Curtly",10,7,7,17,,,,2.0,5.0,3.0,1.0,4.0,1.0,1.0,,3.0,14.0,,,2.0,2.0,,84.0
19,"Haynes, Nick",8,,6,14,,,,1.0,4.0,1.0,1.0,,5.0,,,9.0,5.0,,,7.0,,,82.0
22,"Kelly, Josh",13,3,6,19,1,,,1.0,6.0,,3.0,2.0,,,,7.0,12.0,1.0,1.0,,1.0,,86.0
11 ↑,"Lamb, Jed",7,4,3,10,1,,,1.0,,5.0,,1.0,,,,3.0,7.0,,,2.0,1.0,,90.0
37,"Lobb, Rory",7,4,3,10,,,11.0,5.0,1.0,,,2.0,2.0,2.0,,7.0,4.0,2.0,,5.0,,,88.0
7 ↓,"Palmer, Rhys",,,1,1,,,,1.0,,,,,,,,,1.0,,,,,,21.0
24,"Patfull, Joel",6,3,4,10,,,,4.0,,2.0,,1.0,,1.0,,2.0,9.0,,,3.0,,,88.0
9,"Scully, Tom",11,5,11,22,,1.0,,5.0,2.0,2.0,5.0,1.0,1.0,1.0,,6.0,16.0,,1.0,,1.0,1.0,94.0
23,"Shaw, Heath",18,6,7,25,,,,1.0,2.0,1.0,,2.0,,,,7.0,15.0,1.0,,2.0,2.0,,90.0
10,"Smith, Devon",9,3,7,16,,2.0,,2.0,,2.0,1.0,2.0,,2.0,,3.0,13.0,,1.0,1.0,1.0,,82.0
38,"Steele, Jack",3,,13,16,,,,5.0,,2.0,3.0,2.0,1.0,1.0,,9.0,7.0,,,,,,74.0
20,"Tomlinson, Adam",10,10,6,16,1,2.0,,,2.0,3.0,,1.0,,1.0,,,16.0,,3.0,1.0,,,94.0
17,"Treloar, Adam",16,2,14,30,,,,6.0,4.0,2.0,6.0,3.0,3.0,1.0,,11.0,21.0,,,1.0,1.0,,89.0
8,"Ward, Callan",10,4,6,16,1,,3.0,3.0,1.0,1.0,3.0,2.0,1.0,,,9.0,7.0,1.0,,,,,83.0
6,"Whitfield, Lachie",16,8,6,22,,,,2.0,2.0,1.0,2.0,8.0,2.0,1.0,,7.0,13.0,1.0,,1.0,,,91.0
29,"Williams, Zac",13,7,11,24,,,,1.0,3.0,4.0,2.0,6.0,,1.0,,9.0,16.0,,1.0,4.0,4.0,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,199,84,154,353,6,6.0,41.0,58.0,40.0,41.0,34.0,54.0,22.0,20.0,,130.0,223.0,8.0,10.0,41.0,16.0,3.0,
Opposition,Opposition,192,91,180,372,9,15.0,39.0,45.0,33.0,53.0,36.0,49.0,20.0,22.0,6.0,127.0,237.0,16.0,15.0,40.0,7.0,7.0,
