Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
1,"Campbell, Adrian",6,6,4,10,2,,,1.0,,,,,,,,,,,,,,,
23,"Dyson, Kevin",5,4,7,12,1,,,2.0,,,,,,3.0,,,,,,,,,
20,"Febey, Matthew",4,1,7,11,,1.0,,1.0,,,,,,1.0,,,,,,,,,
21,"Febey, Steven",20,4,5,25,,,,,,,,,3.0,1.0,,,,,,,,,
24,"Gilbert, Phil",3,,1,4,,,,,,,,,2.0,4.0,,,,,,,,,
32,"Goodwin, Andy",2,4,5,7,,,2.0,1.0,,,,,1.0,4.0,,,,,,,,,
30,"Hopgood, Paul",5,,2,7,,,,1.0,,,,,,2.0,,,,,,,,,
13,"Jakovich, Allen",10,6,1,11,3,4.0,,,,,,,,4.0,,,,,,,,,
7,"Kowal, Darren",15,5,8,23,1,2.0,,3.0,,,,,,3.0,,,,,,,,,
37,"Lamprill, Andrew",3,2,3,6,,,,,,,,,,,,,,,,,,,
16,"Lovell, Andy",7,1,4,11,,,,2.0,,,,,1.0,3.0,,,,,,,,,
17,"Lovett, Brett",5,1,8,13,,,,,,,,,,,,,,,,,,,
6,"Lovett, Glenn",7,,7,14,1,,,1.0,,,,,1.0,,,,,,,,,,
3,"Lyon, Garry",12,7,7,19,,1.0,1.0,1.0,,,,,3.0,,,,,,,,,,
38,"Neitz, David",16,11,6,22,2,,,,,,,,2.0,1.0,,,,,,,,,
29,"Obst, Andrew",10,5,7,17,,,1.0,,,,,,,3.0,,,,,,,,,
41,"Rohde, Peter",6,2,3,9,,,,2.0,,,,,,4.0,,,,,,,,,
11,"Stynes, Jim",13,5,10,23,,,13.0,,,,,,3.0,,,,,,,,,,
2,"Tingay, Stephen",11,7,9,20,,,,2.0,,,,,3.0,1.0,,,,,,,,,
12,"Viney, Todd",22,6,15,37,1,,,3.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,182,77,119,301,11,9.0,17.0,20.0,,,,,19.0,35.0,,,,,,,,,
Opposition,Opposition,222,100,131,353,14,14.0,12.0,39.0,,,,,35.0,19.0,6.0,,,,,,,,
