Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Armstrong, Matt",10,1,5,15,,,,1.0,,,,,1.0,2.0,,,,,,,,,
19,"Bain, David",7,2,3,10,1,,,1.0,,,,,1.0,,,,,,,,,,
32,"Baldwin, Jason",11,5,5,16,,1.0,,5.0,,,,,,2.0,,,,,,,,,
5,"Barker, John",8,3,4,12,,,,3.0,,,,,3.0,1.0,,,,,,,,,
34,"Boyd, Brad",10,,16,26,,1.0,,,,,,,1.0,,,,,,,,,,
20,"Cummings, Trent",5,2,1,6,3,,,1.0,,,,,,1.0,,,,,,,,,
18,"Dunstan, Michael",9,5,6,15,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
17,"Hawking, Simon",7,3,3,10,,,1.0,,,,,,,,,,,,,,,,
10,"Hogg, Jeff",1,,1,2,1,,,,,,,,,,,,,,,,,,
26,"Johnston, David",3,1,,3,,,,1.0,,,,,,1.0,,,,,,,,,
29,"Lyon, Ross",13,8,14,27,1,1.0,,5.0,,,,,1.0,2.0,,,,,,,,,
30,"Manson, James",8,6,7,15,1,3.0,5.0,1.0,,,,,3.0,2.0,,,,,,,,,
11,"McGregor, Anthony",19,3,4,23,,3.0,,5.0,,,,,2.0,2.0,,,,,,,,,
7,"Molloy, Jarrod",4,3,6,10,4,,,4.0,,,,,1.0,1.0,,,,,,,,,
4,"Paxman, Stephen",6,4,10,16,,,1.0,1.0,,,,,3.0,,,,,,,,,,
1,"Roos, Paul",8,4,5,13,,,,1.0,,,,,1.0,1.0,,,,,,,,,
9,"Sartori, Peter",7,7,5,12,,1.0,5.0,,,,,,,3.0,,,,,,,,,
21,"Sporn, Kieran",11,5,7,18,1,,,3.0,,,,,1.0,,,,,,,,,,
22,"Stretch, Steven",13,2,7,20,,,,3.0,,,,,1.0,1.0,,,,,,,,,
8,"Wynd, Jim",14,4,12,26,,,,5.0,,,,,2.0,4.0,,,,,,,,,
16,"Zanotti, Mark",9,1,3,12,,,,1.0,,,,,1.0,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,183,69,124,307,13,14.0,12.0,42.0,,,,,22.0,24.0,,,,,,,,,
Opposition,Opposition,201,77,139,340,20,13.0,14.0,19.0,,,,,24.0,22.0,6.0,,,,,,,,
