Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",34y 27d,270 (137-0-133 50.74%),77 (0.29),←,
35,"Biglands, Rhett",25y 361d,73 (41-0-32 56.16%),24 (0.33),←,
10,"Bode, Matthew",24y 63d,71 (36-0-35 50.70%),56 (0.79),42 (25-0-17 59.52%),31 (0.74)
5,"Burns, Ronnie",30y 171d,150 (80-2-68 54.00%),261 (1.74),16 (9-0-7 56.25%),22 (1.38)
24,"Burton, Brett",25y 119d,83 (42-0-41 50.60%),116 (1.40),←,
2,"Carey, Wayne",32y 96d,258 (160-0-98 62.02%),699 (2.71),14 (8-0-6 57.14%),28 (2.00)
4,"Clarke, Matthew",29y 347d,200 (100-2-98 50.50%),29 (0.14),70 (38-0-32 54.29%),10 (0.14)
9,"Edwards, Tyson",27y 25d,172 (91-0-81 52.91%),104 (0.60),←,
36,"Goodwin, Simon",26y 248d,134 (73-0-61 54.48%),74 (0.55),←,
18,"Johncock, Graham",20y 314d,47 (29-0-18 61.70%),44 (0.94),←,
40,"Ladhams, Chris",22y 314d,48 (28-0-20 58.33%),34 (0.71),←,
3,"Massie, Kris",23y 93d,70 (42-0-28 60.00%),17 (0.24),27 (16-0-11 59.26%),5 (0.19)
16,"McGregor, Ken",22y 214d,73 (37-0-36 50.68%),28 (0.38),←,
23,"McLeod, Andrew",27y 27d,191 (100-0-91 52.36%),206 (1.08),←,
22,"Perrie, Ian",24y 144d,57 (30-0-27 52.63%),58 (1.02),←,
33,"Reilly, Brent",19y 292d,6 (4-0-2 66.67%),3 (0.50),←,
32,"Ricciuto, Mark",28y 84d,238 (118-1-119 49.79%),197 (0.83),←,
12,"Shirley, Robert",23y 83d,34 (16-0-18 47.06%),,←,
7,"Smart, Nigel",34y 102d,270 (138-1-131 51.30%),113 (0.42),←,
20,"Stenglein, Tyson",23y 46d,82 (47-0-35 57.32%),19 (0.23),←,
15,"Torney, Jason",26y 76d,140 (72-1-67 51.79%),23 (0.16),22 (13-0-9 59.09%),7 (0.32)
17,"Welsh, Scott",24y 267d,98 (58-0-40 59.18%),144 (1.47),62 (32-0-30 51.61%),114 (1.84)
Totals,Totals,26y 77d,2765 (1479-7-1279 53.49%),2326 (0.84),,
C,"Ayres, Gary",42y 337d,208 (115-1-92 55.53%),,92 (50-0-42 54.35%),
