Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
26,"Brown, Gavin",24y 332d,112 (64-3-45 58.48%),96 (0.86),←,
35,"Daicos, Peter",30y 337d,243 (143-4-96 59.67%),538 (2.21),←,
2,"Francis, Tony",23y 143d,56 (36-2-18 66.07%),38 (0.68),←,
47,"Fraser, Mark",21y 200d,12 (9-0-3 75.00%),7 (0.58),←,
3,"Gayfer, Michael",27y 5d,132 (81-1-50 61.74%),1 (0.01),←,
12,"McCartney, Jason",18y 161d,10 (6-0-4 60.00%),3 (0.30),←,
34,"McGuane, Mick",24y 237d,91 (57-2-32 63.74%),59 (0.65),←,
5,"McKeown, Ron",25y 104d,113 (65-3-45 58.85%),95 (0.84),←,
33,"McMullin, Ian",27y 356d,47 (31-0-16 65.96%),53 (1.13),23 (15-0-8 65.22%),27 (1.17)
1,"Monkhorst, Damian",23y 1d,74 (49-2-23 67.57%),12 (0.16),←,
4,"Pert, Gary",27y 86d,184 (92-0-92 50.00%),45 (0.24),21 (15-0-6 71.43%),3 (0.14)
13,"Richardson, Alan",27y 97d,55 (34-2-19 63.64%),10 (0.18),←,
36,"Rocca, Saverio",18y 276d,9 (7-0-2 77.78%),27 (3.00),←,
32,"Rowe, Brad",22y 273d,27 (13-0-14 48.15%),20 (0.74),13 (10-0-3 76.92%),11 (0.85)
29,"Russell, Scott",22y 107d,69 (46-2-21 68.12%),44 (0.64),←,
22,"Shaw, Tony",32y 30d,279 (159-3-117 57.53%),151 (0.54),←,
27,"Starcevich, Craig",25y 98d,105 (64-3-38 62.38%),133 (1.27),←,
24,"Turner, Jamie",30y 10d,156 (89-3-64 58.01%),32 (0.21),←,
10,"Williams, Paul",19y 141d,32 (20-0-12 62.50%),30 (0.94),←,
19,"Wright, Graham",24y 77d,93 (63-2-28 68.82%),81 (0.87),←,
Totals,Totals,24y 300d,1899 (1128-32-739 59.40%),1475 (0.78),,
C,"Matthews, Leigh",40y 174d,157 (93-3-61 60.19%),,←,
