Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
39,"Bailey, Max",8,3,12,20,1,,18.0,1.0,,2.0,5.0,1.0,2.0,,,8.0,12.0,,1.0,2.0,,,72.0
14,"Birchall, Grant",21,12,7,28,,,,,5.0,1.0,,,,,,2.0,27.0,,,2.0,2.0,,81.0
47,"Breust, Luke",10,11,12,22,2,1.0,,4.0,,4.0,,2.0,1.0,1.0,,5.0,18.0,,5.0,,1.0,4.0,87.0
17,"Bruce, Cameron",7,5,8,15,,1.0,,1.0,,5.0,,1.0,,,,4.0,10.0,,,,,,83.0
9,"Burgoyne, Shaun",14,9,10,24,1,,,1.0,,2.0,2.0,2.0,,1.0,,7.0,17.0,,,1.0,,,88.0
23,"Franklin, Lance",13,7,7,20,5,4.0,,2.0,,,,3.0,3.0,,2.0,8.0,12.0,,5.0,3.0,,,95.0
6,"Gibson, Josh",4,1,9,13,,,,,3.0,,,2.0,1.0,,,3.0,10.0,,,13.0,,,93.0
18,"Guerra, Brent",17,8,8,25,2,,,2.0,4.0,3.0,,,1.0,,,7.0,17.0,,1.0,3.0,1.0,,82.0
20,"Hale, David",11,10,5,16,1,3.0,11.0,2.0,,5.0,1.0,2.0,,1.0,,6.0,10.0,3.0,4.0,3.0,,,81.0
15,"Hodge, Luke",19,3,11,30,1,1.0,,2.0,2.0,4.0,6.0,1.0,1.0,1.0,3.0,12.0,20.0,,,6.0,,1.0,81.0
3,"Lewis, Jordan",21,7,6,27,,1.0,1.0,4.0,,7.0,7.0,,,,,9.0,18.0,,1.0,2.0,1.0,,88.0
29,"Murphy, Tom",12,8,3,15,,,,2.0,,2.0,,3.0,,1.0,,3.0,11.0,,,2.0,1.0,,89.0
7,"Osborne, Michael",10,5,9,19,1,2.0,1.0,4.0,,1.0,1.0,2.0,,1.0,,8.0,10.0,1.0,1.0,1.0,,1.0,86.0
28,"Puopolo, Paul",21,10,6,27,,,,5.0,3.0,3.0,1.0,1.0,4.0,,,10.0,18.0,,,2.0,4.0,1.0,83.0
33 ↓,"Rioli, Cyril",8,2,1,9,1,,,2.0,,4.0,,,1.0,,,3.0,5.0,,,2.0,,1.0,58.0
21,"Savage, Shane",10,8,5,15,,,,,,4.0,1.0,3.0,,1.0,,5.0,10.0,,,,,,83.0
25,"Schoenmakers, Ryan",14,7,9,23,,,,1.0,2.0,4.0,,4.0,,3.0,,9.0,14.0,,,6.0,,,95.0
12,"Sewell, Brad",13,7,17,30,,,,3.0,2.0,2.0,7.0,2.0,,2.0,1.0,14.0,16.0,,,2.0,,,85.0
26,"Shiels, Liam",14,5,7,21,,1.0,1.0,3.0,,3.0,,4.0,1.0,2.0,,9.0,13.0,,,2.0,1.0,,91.0
16,"Smith, Isaac",7,3,8,15,,1.0,,2.0,,3.0,1.0,1.0,1.0,1.0,,5.0,11.0,1.0,,1.0,,,84.0
31,"Suckling, Matt",12,6,6,18,,1.0,,,1.0,3.0,1.0,2.0,,1.0,,6.0,10.0,,,4.0,,1.0,84.0
37 ↑,"Whitecross, Brendan",7,4,1,8,1,,,3.0,,3.0,1.0,,,,,2.0,6.0,,1.0,2.0,,,27.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,273,141,167,440,16,17.0,32.0,44.0,22.0,65.0,34.0,36.0,16.0,16.0,6.0,145.0,295.0,5.0,19.0,59.0,11.0,9.0,
Opposition,Opposition,165,78,186,351,10,7.0,22.0,62.0,47.0,32.0,25.0,35.0,16.0,16.0,,108.0,243.0,9.0,12.0,50.0,17.0,8.0,
