Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
17,"Barwick, Doug",12,10,7,19,3,,,,,,,,,,,,,,,,,,
26,"Brown, Gavin",8,3,6,14,1,,,,,,,,1.0,2.0,,,,,,,,,
21,"Christian, Michael",6,3,5,11,1,,1.0,,,,,,2.0,1.0,,,,,,,,,
28,"Crosisca, Gavin",2,,,2,,,,1.0,,,,,,,,,,,,,,,
35,"Daicos, Peter",4,,5,9,1,,,1.0,,,,,,1.0,,,,,,,,,
2,"Francis, Tony",14,1,10,24,2,,,3.0,,,,,3.0,2.0,,,,,,,,,
3,"Gayfer, Michael",9,3,8,17,,,,1.0,,,,,,4.0,,,,,,,,,
14,"Keays, Terry",11,9,8,19,1,2.0,,1.0,,,,,,1.0,,,,,,,,,
23,"Kelly, Craig",9,4,4,13,,,,1.0,,,,,2.0,1.0,,,,,,,,,
44,"Kerrison, Shane",2,,2,4,,,,1.0,,,,,2.0,,,,,,,,,,
30,"Manson, James",6,5,2,8,2,2.0,,,,,,,,1.0,,,,,,,,,
34,"McGuane, Mick",16,4,9,25,,,,,,,,,2.0,,,,,,,,,,
42,"Millane, Darren",22,8,7,29,,,,1.0,,,,,,1.0,,,,,,,,,
1,"Monkhorst, Damian",4,6,9,13,,,20.0,,,,,,1.0,1.0,,,,,,,,,
7,"Morwood, Shane",7,6,14,21,,,,,,,,,1.0,2.0,,,,,,,,,
29,"Russell, Scott",18,4,10,28,,,,,,,,,,,,,,,,,,,
22,"Shaw, Tony",19,6,6,25,1,,,1.0,,,,,2.0,3.0,,,,,,,,,
27,"Starcevich, Craig",17,7,4,21,,1.0,1.0,2.0,,,,,1.0,,,,,,,,,,
24,"Turner, Jamie",12,2,2,14,,,,1.0,,,,,,,,,,,,,,,
19,"Wright, Graham",13,3,2,15,,1.0,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,211,84,120,331,12,8.0,22.0,15.0,,,,,17.0,21.0,,,,,,,,,
Opposition,Opposition,236,84,108,344,26,7.0,12.0,26.0,,,,,21.0,17.0,6.0,,,,,,,,
