Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
14,"Birchall, Grant",26y 66d,172 (114-1-57 66.57%),23 (0.13),←,
22,"Breust, Luke",23y 144d,69 (58-0-11 84.06%),125 (1.81),←,
9,"Burgoyne, Shaun",31y 165d,247 (167-1-79 67.81%),223 (0.90),90 (70-1-19 78.33%),52 (0.58)
18,"Ceglar, Jonathon",23y 49d,3 (2-0-1 66.67%),1 (0.33),←,
13,"Cheney, Kyle",24y 222d,35 (20-0-15 57.14%),2 (0.06),21 (18-0-3 85.71%),2 (0.10)
8,"Duryea, Taylor",22y 345d,21 (19-0-2 90.48%),,←,
6,"Gibson, Josh",30y 22d,151 (93-2-56 62.25%),2 (0.01),86 (64-1-21 75.00%),
19,"Gunston, Jack",22y 170d,59 (43-0-16 72.88%),110 (1.86),45 (38-0-7 84.44%),90 (2.00)
20,"Hale, David",29y 317d,200 (113-2-85 57.00%),184 (0.92),71 (57-0-14 80.28%),65 (0.92)
10,"Hill, Bradley",20y 269d,32 (28-0-4 87.50%),23 (0.72),←,
29,"Langford, Will",21y 275d,4 (4-0-0 100.00%),1 (0.25),←,
3,"Lewis, Jordan",27y 345d,196 (119-1-76 60.97%),109 (0.56),←,
31,"Dewar, Angus",21y 174d,2 (2-0-0 100.00%),,←,
5,"Mitchell, Sam",31y 174d,247 (145-1-101 58.91%),59 (0.24),←,
28,"Puopolo, Paul",26y 123d,66 (55-0-11 83.33%),51 (0.77),←,
33,"Rioli, Cyril",24y 264d,123 (84-1-38 68.70%),163 (1.33),←,
2,"Roughead, Jarryd",27y 71d,187 (116-1-70 62.30%),374 (2.00),←,
26,"Shiels, Liam",22y 340d,84 (61-0-23 72.62%),25 (0.30),←,
32,"Simpkin, Jonathan",26y 158d,21 (18-0-3 85.71%),8 (0.38),17 (16-0-1 94.12%),7 (0.41)
16,"Smith, Isaac",25y 95d,65 (55-0-10 84.62%),60 (0.92),←,
27,"Spangher, Matthew",26y 346d,37 (16-0-21 43.24%),13 (0.35),5 (5-0-0 100.00%),2 (0.40)
4,"Suckling, Matt",25y 253d,57 (41-0-16 71.93%),28 (0.49),←,
Totals,Totals,25y 216d,2078 (1373-10-695 66.07%),1584 (0.76),,
C,"Clarkson, Alastair",45y 342d,216 (132-1-83 61.34%),,←,
