Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",26y 245d,103 (54-0-49 52.43%),18 (0.17),←,
28,"Begley, James",23y 18d,46 (13-2-31 30.43%),7 (0.15),10 (7-0-3 70.00%),
26,"Bickley, Mark",34y 5d,267 (137-0-130 51.31%),77 (0.29),←,
35,"Biglands, Rhett",25y 339d,70 (41-0-29 58.57%),24 (0.34),←,
5,"Burns, Ronnie",30y 149d,147 (80-2-65 55.10%),260 (1.77),13 (9-0-4 69.23%),21 (1.62)
24,"Burton, Brett",25y 97d,80 (42-0-38 52.50%),112 (1.40),←,
2,"Carey, Wayne",32y 74d,255 (160-0-95 62.75%),695 (2.73),11 (8-0-3 72.73%),24 (2.18)
4,"Clarke, Matthew",29y 325d,197 (100-2-95 51.27%),29 (0.15),67 (38-0-29 56.72%),10 (0.15)
9,"Edwards, Tyson",27y 3d,170 (91-0-79 53.53%),103 (0.61),←,
36,"Goodwin, Simon",26y 226d,131 (73-0-58 55.73%),71 (0.54),←,
34,"Hart, Ben",29y 31d,268 (139-1-128 52.05%),42 (0.16),←,
18,"Johncock, Graham",20y 292d,44 (29-0-15 65.91%),39 (0.89),←,
40,"Ladhams, Chris",22y 292d,46 (28-0-18 60.87%),34 (0.74),←,
16,"McGregor, Ken",22y 192d,70 (37-0-33 52.86%),28 (0.40),←,
23,"McLeod, Andrew",27y 5d,188 (100-0-88 53.19%),205 (1.09),←,
22,"Perrie, Ian",24y 122d,54 (30-0-24 55.56%),54 (1.00),←,
32,"Ricciuto, Mark",28y 62d,235 (118-1-116 50.43%),197 (0.84),←,
12,"Shirley, Robert",23y 61d,31 (16-0-15 51.61%),,←,
14,"Skipworth, Hayden",20y 165d,6 (2-0-4 33.33%),1 (0.17),←,
7,"Smart, Nigel",34y 80d,267 (138-1-128 51.87%),113 (0.42),←,
20,"Stenglein, Tyson",23y 24d,80 (47-0-33 58.75%),19 (0.24),←,
15,"Torney, Jason",26y 54d,137 (72-1-64 52.92%),21 (0.15),19 (13-0-6 68.42%),5 (0.26)
Totals,Totals,26y 180d,2892 (1547-10-1335 53.49%),2149 (0.74),,
C,"Ayres, Gary",42y 315d,205 (115-1-89 56.34%),,89 (50-0-39 56.18%),
