Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",25y 9d,120 (46-1-73 38.75%),45 (0.38),89 (43-1-45 48.88%),33 (0.37)
14,"Aish, James",22y 325d,68 (25-0-43 36.76%),23 (0.34),36 (17-0-19 47.22%),15 (0.42)
46,"Cox, Mason",27y 199d,44 (24-0-20 54.55%),52 (1.18),←,
25,"Crisp, Jack",24y 362d,110 (52-1-57 47.73%),45 (0.41),92 (45-1-46 49.46%),35 (0.38)
2,"de Goey, Jordan",22y 198d,71 (37-1-33 52.82%),84 (1.18),←,
6,"Goldsack, Tyson",31y 130d,165 (100-1-64 60.91%),50 (0.30),←,
19,"Greenwood, Levi",29y 222d,135 (68-2-65 51.11%),56 (0.41),61 (28-1-32 46.72%),30 (0.49)
4,"Grundy, Brodie",24y 167d,108 (56-1-51 52.31%),36 (0.33),←,
32,"Hoskin-Elliott, Will",25y 27d,100 (38-1-61 38.50%),102 (1.02),48 (26-1-21 55.21%),60 (1.25)
38,"Howe, Jeremy",28y 92d,162 (52-1-109 32.41%),88 (0.54),62 (30-1-31 49.19%),8 (0.13)
8,"Langdon, Tom",24y 112d,80 (41-1-38 51.88%),3 (0.04),←,
37,"Maynard, Brayden",22y 9d,73 (33-1-39 45.89%),14 (0.19),←,
16,"Mayne, Chris",29y 331d,196 (110-1-85 56.38%),203 (1.04),24 (15-0-9 62.50%),7 (0.29)
41,"Mihocek, Brody",25y 237d,16 (11-0-5 68.75%),29 (1.81),←,
10,"Pendlebury, Scott",30y 265d,277 (167-2-108 60.65%),166 (0.60),←,
21,"Phillips, Tom",22y 145d,50 (27-1-22 55.00%),27 (0.54),←,
22,"Sidebottom, Steele",27y 270d,211 (129-3-79 61.85%),151 (0.72),←,
36,"Sier, Brayden",20y 291d,12 (8-0-4 66.67%),2 (0.17),←,
35,"Stephenson, Jaidyn",19y 257d,26 (17-0-9 65.38%),38 (1.46),←,
24,"Thomas, Josh",26y 363d,67 (42-1-24 63.43%),63 (0.94),←,
7,"Treloar, Adam",25y 204d,139 (49-1-89 35.61%),86 (0.62),60 (29-1-30 49.17%),38 (0.63)
18,"Varcoe, Travis",30y 172d,205 (148-0-57 72.20%),161 (0.79),67 (34-0-33 50.75%),31 (0.46)
Totals,Totals,25y 299d,2435 (1280-20-1135 52.57%),1524 (0.63),,
C,"Buckley, Nathan",46y 65d,162 (87-1-74 54.01%),,←,
