Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
11,"Barlow, Ed",23y 102d,26 (9-2-15 38.46%),18 (0.69),←,
24,"Bolton, Jude",30y 55d,240 (129-3-108 54.38%),114 (0.47),←,
19,"Bradshaw, Daniel",31y 169d,229 (130-3-96 57.42%),520 (2.27),7 (5-0-2 71.43%),24 (3.43)
37,"Goodes, Adam",30y 121d,259 (140-3-116 54.63%),281 (1.08),←,
39,"Grundy, Heath",23y 341d,53 (28-0-25 52.83%),18 (0.34),←,
15,"Jack, Kieren",22y 315d,54 (26-1-27 49.07%),31 (0.57),←,
32,"Jetta, Lewis",21y 5d,7 (5-0-2 71.43%),,←,
12,"Kennedy, Josh",21y 323d,20 (10-0-10 50.00%),9 (0.45),7 (5-0-2 71.43%),5 (0.71)
17,"Kennelly, Tadhg",28y 312d,165 (103-1-61 62.73%),29 (0.18),←,
31,"Kirk, Brett",33y 196d,224 (123-3-98 55.58%),88 (0.39),←,
9,"Malceski, Nick",25y 267d,75 (49-1-25 66.00%),38 (0.51),←,
29,"Mattner, Martin",27y 276d,151 (86-1-64 57.28%),35 (0.23),53 (26-1-26 50.00%),21 (0.40)
3,"McVeigh, Jarrad",25y 32d,130 (74-2-54 57.69%),91 (0.70),←,
33,"Moore, Jarred",24y 64d,55 (31-1-23 57.27%),45 (0.82),←,
41,"Mumford, Shane",23y 308d,28 (22-0-6 78.57%),4 (0.14),7 (5-0-2 71.43%),1 (0.14)
5,"OKeefe, Ryan",29y 105d,193 (108-2-83 56.48%),198 (1.03),←,
38,"Pyke, Mike",26y 46d,9 (3-0-6 33.33%),,←,
25,"Richards, Ted",27y 118d,122 (66-2-54 54.92%),30 (0.25),89 (47-2-40 53.93%),11 (0.12)
16,"Rohan, Gary",18y 336d,1 (0-0-1 0.00%),1 (1.00),←,
2,"Shaw, Rhyce",28y 205d,123 (61-0-62 49.59%),25 (0.20),29 (13-0-16 44.83%),5 (0.17)
40,"Smith, Nick",21y 331d,16 (5-0-11 31.25%),4 (0.25),←,
18,"White, Jesse",22y 120d,27 (11-1-15 42.59%),25 (0.93),←,
Totals,Totals,25y 305d,2207 (1219-26-962 55.23%),1604 (0.73),,
C,"Roos, Paul",46y 316d,185 (107-2-76 58.38%),,←,
