Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Boyd, Matthew",6,2,1,7,1,,,5.0,,2.0,,3.0,,2.0,,2.0,6.0,,,1.0,,,55.0
17,"Cooney, Adam",10,4,15,25,,2.0,,3.0,1.0,3.0,7.0,2.0,3.0,1.0,,14.0,10.0,,,1.0,6.0,1.0,100.0
4,"Cross, Daniel",9,6,15,24,,1.0,1.0,3.0,1.0,3.0,9.0,1.0,1.0,1.0,1.0,13.0,12.0,,2.0,3.0,1.0,1.0,88.0
10,"Eagleton, Nathan",14,8,8,22,2,1.0,,2.0,1.0,4.0,3.0,2.0,,,,4.0,17.0,,3.0,1.0,4.0,2.0,84.0
13,"Giansiracusa, Daniel",18,9,6,24,,1.0,,1.0,1.0,6.0,2.0,2.0,1.0,1.0,,4.0,19.0,,,3.0,4.0,2.0,88.0
9,"Gilbee, Lindsay",10,1,1,11,1,,,2.0,11.0,1.0,,4.0,,2.0,,1.0,7.0,,,5.0,2.0,,98.0
3,"Grant, Chris",5,,3,8,2,,,2.0,,,1.0,4.0,2.0,,,5.0,3.0,,,5.0,1.0,,90.0
16,"Griffen, Ryan",8,5,8,16,,,,,3.0,2.0,1.0,1.0,,,,7.0,9.0,2.0,,10.0,5.0,,100.0
8,"Hahn, Mitch",1,2,3,4,,,,6.0,,,1.0,3.0,,2.0,,1.0,4.0,,,1.0,,,58.0
6,"Johnson, Brad",18,11,4,22,5,3.0,,1.0,1.0,7.0,,5.0,2.0,,,6.0,17.0,2.0,6.0,,3.0,1.0,100.0
36,"Lake, Brian",4,2,7,11,,,1.0,,3.0,,1.0,4.0,1.0,2.0,,7.0,4.0,1.0,,3.0,,,83.0
29,"McGuinness, Kieran",4,3,3,7,,,1.0,1.0,,3.0,2.0,1.0,,1.0,,2.0,5.0,,,1.0,1.0,,35.0
23,"McMahon, Jordan",12,4,4,16,,,,,3.0,2.0,,1.0,1.0,1.0,,1.0,15.0,,,2.0,3.0,,100.0
27,"Minson, Will",4,2,4,8,,,17.0,2.0,,2.0,2.0,1.0,1.0,,,4.0,4.0,,,4.0,,,57.0
38,"Morris, Dale",6,4,9,15,,1.0,,2.0,3.0,1.0,,,,,,2.0,13.0,,,5.0,,,94.0
2,"Murphy, Robert",11,7,1,12,2,,,1.0,,4.0,,,1.0,,,5.0,7.0,2.0,2.0,2.0,,2.0,86.0
15,"Power, Sam",7,5,6,13,,,,5.0,,,1.0,,,,,1.0,12.0,,,1.0,,,100.0
1,"Ray, Farren",3,1,5,8,,,,3.0,1.0,4.0,3.0,2.0,,1.0,,4.0,5.0,,,,5.0,1.0,63.0
30,"Robbins, Matthew",9,2,3,12,6,1.0,,3.0,1.0,1.0,1.0,,2.0,,2.0,4.0,6.0,,1.0,5.0,2.0,1.0,95.0
5,"Smith, Rohan",11,4,10,21,,,,,1.0,3.0,2.0,,1.0,,,8.0,13.0,,,,2.0,1.0,86.0
31,"Street, Peter",4,5,5,9,,,20.0,1.0,1.0,3.0,1.0,,,,,4.0,5.0,2.0,,2.0,,,49.0
7,"West, Scott",22,4,14,36,2,2.0,,5.0,1.0,12.0,6.0,4.0,2.0,2.0,3.0,11.0,25.0,,,2.0,1.0,1.0,91.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,91,135,331,21,15.0,40.0,48.0,33.0,63.0,43.0,40.0,18.0,16.0,6.0,110.0,218.0,9.0,14.0,57.0,40.0,13.0,
Opposition,Opposition,224,104,132,356,14,16.0,25.0,32.0,41.0,46.0,22.0,48.0,16.0,18.0,,124.0,224.0,6.0,9.0,51.0,16.0,6.0,
