Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Betts, Eddie",10,3,1,11,2,,,4.0,,1.0,3.0,5.0,1.0,,,5.0,6.0,,1.0,1.0,,1.0,81.0
41,"Casboult, Levi",5,4,3,8,,,9.0,1.0,,,,3.0,,2.0,,7.0,2.0,2.0,1.0,3.0,,,78.0
46,"Cottrell, Matthew",,,,,,,,,,,,,,,,,,,,,,,
9,"Cripps, Patrick",5,6,18,23,,,,2.0,,4.0,3.0,5.0,1.0,2.0,,10.0,16.0,3.0,,6.0,,1.0,86.0
35,"Curnow, Ed",12,3,7,19,,,,2.0,,5.0,2.0,,,,,2.0,15.0,,,2.0,,1.0,89.0
12,"De Koning, Tom",4,1,2,6,1,,20.0,5.0,,,1.0,1.0,1.0,1.0,,2.0,4.0,,,2.0,,,68.0
2,"Dow, Paddy",9,1,13,22,1,,,2.0,1.0,4.0,8.0,4.0,,1.0,1.0,13.0,9.0,,,,,1.0,82.0
8,"Fogarty, Lachie",7,5,7,14,,,,1.0,,3.0,,1.0,2.0,,,4.0,10.0,,,,,,72.0
14,"Jones, Liam",10,8,3,13,,,,2.0,5.0,,,4.0,2.0,1.0,,6.0,8.0,1.0,,9.0,,,96.0
7,"Kennedy, Matthew",13,4,9,22,1,,,6.0,1.0,4.0,4.0,6.0,2.0,2.0,,10.0,12.0,1.0,,1.0,,1.0,78.0
21,"Martin, Jack",11,6,1,12,,2.0,,,,3.0,,2.0,1.0,,,3.0,9.0,,2.0,2.0,,2.0,80.0
10,"McKay, Harry",6,4,2,8,3,1.0,,1.0,,,,4.0,2.0,3.0,,5.0,3.0,3.0,2.0,1.0,,1.0,91.0
24,"Newman, Nic",23,11,1,24,,,,4.0,9.0,,,5.0,1.0,2.0,,4.0,15.0,1.0,,,,,79.0
32,"Newnes, Jack",7,2,7,14,,,,3.0,,1.0,,2.0,3.0,1.0,,5.0,8.0,,,3.0,,,84.0
44,"Owies, Matthew",3,2,6,9,1,1.0,,1.0,,1.0,,,,,,2.0,7.0,,1.0,,,,71.0
5,"Petrevski-Seton, Sam",11,4,4,15,,,,,4.0,,2.0,,,,,1.0,13.0,,,1.0,1.0,,74.0
20,"Plowman, Lachie",7,5,2,9,,,,,2.0,,,3.0,2.0,1.0,,4.0,7.0,1.0,,5.0,,,92.0
42,"Saad, Adam",14,4,5,19,,1.0,,2.0,5.0,3.0,,,,,,8.0,8.0,,,4.0,5.0,,84.0
1,"Silvagni, Jack",13,9,6,19,2,1.0,,,1.0,6.0,,1.0,,,,5.0,14.0,1.0,4.0,1.0,,1.0,75.0
13,"Stocker, Liam",9,2,4,13,,,,5.0,5.0,,1.0,4.0,1.0,,,6.0,6.0,,,2.0,,,72.0
18,"Walsh, Sam",15,8,10,25,1,,,8.0,,2.0,1.0,3.0,1.0,,2.0,10.0,15.0,,1.0,,,,90.0
23,"Weitering, Jacob",18,10,2,20,,,,,9.0,1.0,,4.0,1.0,,,8.0,10.0,4.0,,6.0,,,100.0
31,"Williamson, Tom",8,2,2,10,,1.0,,2.0,1.0,2.0,1.0,1.0,,1.0,,2.0,8.0,,,2.0,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,220,104,115,335,12,8.0,29.0,51.0,43.0,40.0,26.0,58.0,21.0,17.0,3.0,122.0,205.0,17.0,12.0,51.0,6.0,9.0,
Opposition,Opposition,206,88,117,323,8,16.0,41.0,36.0,28.0,52.0,45.0,54.0,17.0,21.0,3.0,123.0,194.0,10.0,10.0,49.0,10.0,6.0,
