Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",21y 223d,35 (16-0-19 45.71%),14 (0.40),←,
36,"Garlett, Jeff",28y 17d,166 (84-1-81 50.90%),292 (1.76),59 (27-0-32 45.76%),109 (1.85)
11,"Gawn, Max",25y 233d,73 (26-0-47 35.62%),38 (0.52),←,
19,"Hannan, Mitch",23y 164d,19 (12-0-7 63.16%),21 (1.11),←,
43,"Harmes, James",21y 319d,43 (21-0-22 48.84%),29 (0.67),←,
14,"Hibberd, Michael",27y 229d,101 (50-1-50 50.00%),12 (0.12),17 (10-0-7 58.82%),1 (0.06)
1,"Hogan, Jesse",22y 189d,50 (20-0-30 40.00%),105 (2.10),←,
29,"Hunt, Jayden",22y 139d,40 (21-0-19 52.50%),10 (0.25),←,
39,"Jetta, Neville",27y 189d,115 (37-2-76 33.04%),24 (0.21),←,
2,"Jones, Nathan",29y 212d,238 (67-3-168 28.78%),115 (0.48),←,
6,"Lewis, Jordan",31y 118d,282 (181-1-100 64.36%),150 (0.53),18 (12-0-6 66.67%),5 (0.28)
28,"McDonald, Oscar",21y 155d,36 (20-0-16 55.56%),,←,
25,"McDonald, Tom",24y 336d,125 (40-0-85 32.00%),31 (0.25),←,
18,"Melksham, Jake",25y 356d,132 (63-1-68 48.11%),75 (0.57),18 (11-0-7 61.11%),18 (1.00)
30,"Neal-Bullen, Alex",21y 223d,33 (16-0-17 48.48%),21 (0.64),←,
13,"Oliver, Clayton",20y 29d,34 (19-0-15 55.88%),10 (0.29),←,
21,"Pedersen, Cameron",30y 156d,75 (28-0-47 37.33%),66 (0.88),59 (21-0-38 35.59%),46 (0.78)
5,"Petracca, Christian",21y 228d,38 (19-0-19 50.00%),36 (0.95),←,
15,"Stretch, Billy",20y 346d,36 (15-0-21 41.67%),8 (0.22),←,
12,"Tyson, Dom",24y 73d,89 (29-0-60 32.58%),42 (0.47),76 (28-0-48 36.84%),38 (0.50)
23,"Vince, Bernie",31y 322d,211 (97-0-114 45.97%),112 (0.53),82 (29-0-53 35.37%),32 (0.39)
42,"Wagner, Josh",23y 57d,23 (11-0-12 47.83%),2 (0.09),←,
Totals,Totals,24y 329d,1994 (892-9-1093 44.73%),1213 (0.61),,
C,"Goodwin, Simon",40y 237d,22 (12-0-10 54.55%),,21 (12-0-9 57.14%),
