Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
21,"Berry, Sam",20y 161d,31 (10-0-21 32.26%),7 (0.23),←,
41,"Butts, Jordon",22y 204d,39 (12-0-27 30.77%),,←,
15,"Cook, Brayden",20y 5d,11 (4-0-7 36.36%),3 (0.27),←,
12,"Dawson, Jordan",25y 105d,82 (35-0-47 42.68%),44 (0.54),18 (5-0-13 27.78%),10 (0.56)
39,"Doedee, Tom",25y 144d,69 (23-0-46 33.33%),3 (0.04),←,
32,"Fogarty, Darcy",22y 301d,54 (16-0-38 29.63%),70 (1.30),←,
17,"Hamill, Will",21y 248d,36 (8-0-28 22.22%),1 (0.03),←,
20,"Hinge, Mitch",24y 27d,17 (6-0-11 35.29%),3 (0.18),14 (4-0-10 28.57%),2 (0.14)
1,"Jones, Chayce",22y 190d,54 (12-0-42 22.22%),10 (0.19),←,
2,"Keays, Ben",25y 150d,86 (21-0-65 24.42%),33 (0.38),56 (15-0-41 26.79%),22 (0.39)
29,"Laird, Rory",28y 206d,198 (99-1-98 50.25%),22 (0.11),←,
23,"McAdam, Shane",27y 56d,40 (13-0-27 32.50%),55 (1.38),←,
25,"McHenry, Ned",22y 10d,45 (12-0-33 26.67%),20 (0.44),←,
30,"Milera, Wayne",24y 312d,71 (37-1-33 52.82%),25 (0.35),←,
4,"Murphy, Lachlan",23y 231d,72 (27-0-45 37.50%),53 (0.74),←,
28,"Murray, Nick",21y 217d,25 (4-0-21 16.00%),1 (0.04),←,
43,"OBrien, Reilly",26y 337d,73 (25-0-48 34.25%),7 (0.10),←,
37,"Parnell, Patrick",20y 141d,7 (2-0-5 28.57%),,←,
26,"Schoenberg, Harry",21y 152d,42 (13-0-29 30.95%),16 (0.38),←,
33,"Smith, Brodie",30y 190d,221 (114-1-106 51.81%),67 (0.30),←,
14,"Soligo, Jake",19y 179d,12 (2-0-10 16.67%),6 (0.50),←,
7,"Thilthorpe, Riley",20y 16d,23 (4-0-19 17.39%),25 (1.09),←,
13,"Walker, Taylor",32y 89d,234 (118-1-115 50.64%),528 (2.26),←,
Totals,Totals,23y 318d,1542 (617-4-921 40.01%),999 (0.65),,
C,"Nicks, Matthew",47y 71d,56 (15-0-41 26.79%),,←,
