Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Aish, James",11,7,10,21,,,,2.0,5.0,2.0,,,,,,5.0,16.0,2.0,,,,,82.0
17,"Brown, Callum",4,1,10,14,,,,7.0,,3.0,,,1.0,,,4.0,9.0,,,1.0,1.0,1.0,73.0
46,"Cox, Mason",6,5,4,10,1,1.0,7.0,3.0,,,,2.0,1.0,,,7.0,3.0,4.0,2.0,2.0,,,87.0
25,"Crisp, Jack",8,3,11,19,,,,3.0,3.0,1.0,1.0,1.0,1.0,,,7.0,12.0,,,2.0,,,86.0
2,"de Goey, Jordan",8,1,5,13,3,,,,,6.0,1.0,1.0,,,,5.0,7.0,,,,3.0,,75.0
19,"Greenwood, Levi",7,4,6,13,,,,4.0,1.0,1.0,,4.0,,2.0,,3.0,10.0,1.0,,3.0,,,85.0
4,"Grundy, Brodie",8,6,6,14,1,,30.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,,8.0,6.0,,,4.0,,,88.0
32,"Hoskin-Elliott, Will",13,12,6,19,3,,,1.0,,2.0,,,,,,2.0,17.0,,4.0,,,1.0,79.0
38,"Howe, Jeremy",13,4,9,22,,,,2.0,9.0,,1.0,2.0,,1.0,,5.0,10.0,,,8.0,,,95.0
37,"Maynard, Brayden",11,5,7,18,,,,4.0,6.0,2.0,,1.0,2.0,1.0,,5.0,11.0,1.0,,,,,87.0
16,"Mayne, Chris",13,6,7,20,,,,4.0,1.0,1.0,2.0,3.0,1.0,,,4.0,14.0,,,2.0,,,89.0
41,"Mihocek, Brody",11,4,9,20,1,1.0,,2.0,2.0,6.0,1.0,5.0,2.0,,,12.0,10.0,,,5.0,1.0,2.0,89.0
30,"Moore, Darcy",7,5,6,13,,,,1.0,3.0,2.0,,2.0,,1.0,,7.0,6.0,3.0,,4.0,,1.0,79.0
10,"Pendlebury, Scott",10,6,14,24,,1.0,,4.0,2.0,2.0,1.0,3.0,,,,3.0,21.0,,,3.0,,,79.0
21,"Phillips, Tom",18,3,9,27,,,,1.0,5.0,4.0,5.0,6.0,2.0,1.0,,13.0,15.0,,,,,,92.0
23,"Roughead, Jordan",9,4,5,14,,,,2.0,4.0,2.0,,3.0,1.0,1.0,,5.0,8.0,,,8.0,,,86.0
22,"Sidebottom, Steele",17,4,10,27,1,,,6.0,2.0,1.0,4.0,5.0,1.0,2.0,,10.0,18.0,1.0,,3.0,,,85.0
36,"Sier, Brayden",9,2,14,23,,1.0,,9.0,1.0,7.0,4.0,1.0,,1.0,,14.0,9.0,,,,,,63.0
1,"Stephenson, Jaidyn",16,9,3,19,3,3.0,,3.0,2.0,3.0,,5.0,,1.0,1.0,7.0,12.0,2.0,6.0,2.0,,2.0,85.0
24,"Thomas, Josh",5,3,9,14,1,,,1.0,,3.0,,1.0,1.0,,,4.0,11.0,,1.0,,,1.0,73.0
7,"Treloar, Adam",18,2,16,34,1,,,6.0,,5.0,5.0,8.0,2.0,,2.0,10.0,23.0,,,2.0,2.0,1.0,76.0
18,"Varcoe, Travis",5,3,5,10,,,,2.0,,2.0,,2.0,1.0,1.0,,3.0,7.0,,,3.0,,,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,99,181,408,15,8.0,37.0,70.0,47.0,56.0,29.0,59.0,18.0,15.0,3.0,143.0,255.0,14.0,13.0,52.0,7.0,9.0,
Opposition,Opposition,224,89,194,418,7,15.0,34.0,54.0,41.0,58.0,46.0,69.0,15.0,18.0,3.0,170.0,248.0,10.0,11.0,52.0,3.0,4.0,
