Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
23,"Clarkson, Alastair",28y 105d,112 (48-2-62 43.75%),73 (0.65),19 (6-0-13 31.58%),12 (0.63)
33,"Farmer, Jeff",19y 47d,23 (5-0-18 21.74%),30 (1.30),←,
20,"Febey, Matthew",26y 357d,89 (41-0-48 46.07%),26 (0.29),←,
21,"Febey, Steven",26y 357d,157 (85-0-72 54.14%),22 (0.14),←,
15,"Hopgood, Paul",23y 20d,59 (29-0-30 49.15%),6 (0.10),←,
27,"Ingerson, Anthony",26y 302d,54 (21-0-33 38.89%),32 (0.59),17 (5-0-12 29.41%),7 (0.41)
34,"Irving, Dean",29y 344d,61 (37-1-23 61.48%),12 (0.20),18 (5-0-13 27.78%),3 (0.17)
7,"Kowal, Darren",24y 53d,71 (34-0-37 47.89%),29 (0.41),←,
37,"Lamprill, Andrew",27y 98d,30 (11-0-19 36.67%),3 (0.10),←,
36,"Leoncelli, Andrew",22y 24d,4 (1-0-3 25.00%),3 (0.75),←,
17,"Lovett, Brett",30y 82d,214 (117-1-96 54.91%),41 (0.19),←,
9,"Neitz, David",21y 201d,85 (38-0-47 44.71%),98 (1.15),←,
18,"Nettelbeck, Craig",24y 76d,62 (16-2-44 27.42%),37 (0.60),17 (6-0-11 35.29%),10 (0.59)
25,"Norman, Luke",24y 238d,13 (4-0-9 30.77%),3 (0.23),←,
38,"OBrien, Darren",27y 141d,11 (3-0-8 27.27%),7 (0.64),←,
4,"Obst, Andrew",31y 357d,128 (66-0-62 51.56%),56 (0.44),←,
24,"Sampson, Clay",20y 168d,10 (5-0-5 50.00%),1 (0.10),←,
29,"Smith, Shaun",27y 49d,86 (42-1-43 49.42%),110 (1.28),39 (15-0-24 38.46%),72 (1.85)
11,"Stynes, Jim",30y 109d,219 (117-1-101 53.65%),124 (0.57),←,
12,"Viney, Todd",30y 133d,170 (87-1-82 51.47%),62 (0.36),←,
13,"Yze, Adem",18y 324d,25 (10-0-15 40.00%),10 (0.40),←,
Totals,Totals,25y 292d,1683 (817-9-857 48.54%),785 (0.47),,
C,"Balme, Neil",44y 208d,86 (39-0-47 45.35%),,←,
