Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
24,"Bews, Jed",2,,4,6,,,,3.0,1.0,1.0,,2.0,,,,3.0,3.0,,,1.0,,,71.0
5,"Cockatoo, Nakia",1,1,1,2,1,,,1.0,,,,1.0,,1.0,,,2.0,,1.0,1.0,,,12.0
35,"Dangerfield, Patrick",12,4,22,34,1,1.0,,4.0,1.0,6.0,8.0,1.0,1.0,,2.0,21.0,14.0,2.0,1.0,2.0,,,88.0
22,"Duncan, Mitch",13,2,19,32,,,,4.0,3.0,7.0,10.0,3.0,1.0,,,16.0,17.0,,,2.0,1.0,,82.0
29,"Guthrie, Cameron",8,3,17,25,,,,11.0,3.0,2.0,5.0,2.0,,,,11.0,14.0,,,,1.0,,84.0
25,"Henderson, Lachie",8,4,4,12,,,,3.0,2.0,1.0,,3.0,,1.0,,8.0,4.0,4.0,,4.0,,,95.0
8,"Kolodjashnij, Jake",8,3,4,12,,,,1.0,3.0,,,2.0,,,,2.0,8.0,1.0,,2.0,,,88.0
11,"Lang, Darcy",4,1,10,14,,,,5.0,1.0,,,1.0,1.0,1.0,,7.0,7.0,1.0,,2.0,,,87.0
13,"Lonergan, Tom",7,5,6,13,,,,,3.0,,,4.0,,2.0,,5.0,9.0,2.0,,11.0,,,89.0
4,"Mackie, Andrew",9,1,10,19,,,,1.0,3.0,,1.0,2.0,1.0,,,9.0,11.0,,,4.0,,,94.0
27,"Menegola, Sam",5,3,8,13,,1.0,,6.0,2.0,,2.0,2.0,,,,6.0,7.0,,,1.0,,,85.0
10,"Menzel, Daniel",11,8,4,15,2,,,1.0,1.0,4.0,,3.0,,,,3.0,13.0,1.0,1.0,2.0,,2.0,93.0
32,"Motlop, Steven",9,2,7,16,1,,,4.0,,,2.0,2.0,,1.0,,5.0,12.0,,,2.0,,,90.0
21,"Murdoch, Jordan",6,4,9,15,,1.0,,6.0,,3.0,2.0,1.0,1.0,,,6.0,9.0,1.0,,1.0,,,78.0
34,"Parsons, James",5,4,2,7,,1.0,,3.0,,2.0,,1.0,1.0,,,3.0,6.0,,1.0,2.0,,1.0,89.0
14,"Selwood, Joel",11,,8,19,,,,2.0,1.0,3.0,8.0,6.0,3.0,4.0,,15.0,7.0,,,4.0,,,79.0
16,"Selwood, Scott",4,3,6,10,,,,8.0,2.0,1.0,1.0,4.0,1.0,2.0,,3.0,7.0,,,,,,53.0
9,"Smith, Zac",3,2,11,14,,1.0,33.0,4.0,,2.0,2.0,2.0,1.0,,,3.0,11.0,,1.0,2.0,1.0,,80.0
1,"Stanley, Rhys",6,4,7,13,3,,19.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,,9.0,4.0,2.0,2.0,5.0,,1.0,85.0
44,"Stewart, Tom",9,6,8,17,,,,4.0,4.0,2.0,,6.0,1.0,,,2.0,15.0,,,6.0,,2.0,86.0
7,"Taylor, Harry",6,4,6,12,2,2.0,,2.0,,2.0,,1.0,,1.0,,7.0,5.0,3.0,2.0,2.0,,1.0,94.0
2,"Tuohy, Zach",14,3,11,25,,2.0,,,5.0,5.0,1.0,4.0,,1.0,,9.0,16.0,,,,,,96.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,161,67,184,345,10,10.0,52.0,74.0,36.0,43.0,44.0,57.0,13.0,16.0,2.0,153.0,201.0,17.0,9.0,56.0,3.0,7.0,
Opposition,Opposition,193,72,154,347,11,17.0,40.0,93.0,30.0,59.0,39.0,40.0,16.0,13.0,4.0,155.0,195.0,7.0,10.0,52.0,6.0,6.0,
