0,1,2,3,4,5,6
←,"Round: 10 Venue: Subiaco Date: Sat, 3-Jun-2006 5:40 PM (7:40 PM) Attendance: 36032","Round: 10 Venue: Subiaco Date: Sat, 3-Jun-2006 5:40 PM (7:40 PM) Attendance: 36032","Round: 10 Venue: Subiaco Date: Sat, 3-Jun-2006 5:40 PM (7:40 PM) Attendance: 36032","Round: 10 Venue: Subiaco Date: Sat, 3-Jun-2006 5:40 PM (7:40 PM) Attendance: 36032","Round: 10 Venue: Subiaco Date: Sat, 3-Jun-2006 5:40 PM (7:40 PM) Attendance: 36032",→
←,Fremantle,3.4.22,7.6.48,10.8.68,15.10.100,→
←,Richmond,2.4.16,7.6.48,11.11.77,13.11.89,→
←,Qrt margin,FR by 6,Tied,RI by 9,FR by 11,→
←,Qrt scores,FR 22-16,RI 32-26,RI 29-20,FR 32-12,→
←,Field umpires,"Adam Davis (34), Stefan Grun (32), Michael Vozzo (150)","Adam Davis (34), Stefan Grun (32), Michael Vozzo (150)","Adam Davis (34), Stefan Grun (32), Michael Vozzo (150)","Adam Davis (34), Stefan Grun (32), Michael Vozzo (150)",→
