St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details,St Kilda Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),St Kilda Games (W-D-L W%),St Kilda Goals (Ave.)
28,"Ackland, Cain",24y 28d,37 (23-0-14 62.16%),16 (0.43),25 (15-0-10 60.00%),13 (0.52)
10,"Baker, Steven",25y 326d,117 (52-1-64 44.87%),23 (0.20),←,
27,"Blake, Jason",25y 29d,77 (36-1-40 47.40%),15 (0.19),←,
3,"Clarke, Xavier",22y 197d,68 (35-1-32 52.21%),31 (0.46),←,
26,"Dal Santo, Nick",22y 50d,78 (42-1-35 54.49%),41 (0.53),←,
22,"Fiora, Aaron",24y 359d,93 (41-0-52 44.09%),38 (0.41),15 (8-0-7 53.33%),13 (0.87)
25,"Fisher, Sam",23y 277d,31 (21-0-10 67.74%),3 (0.10),←,
9,"Gehrig, Fraser",30y 41d,216 (112-1-103 52.08%),417 (1.93),101 (49-0-52 48.51%),258 (2.55)
18,"Goddard, Brendon",20y 328d,64 (39-0-25 60.94%),18 (0.28),←,
15,"Gram, Jason",21y 351d,12 (6-0-6 50.00%),,10 (5-0-5 50.00%),
2,"Hamill, Aaron",28y 236d,184 (91-0-93 49.46%),234 (1.27),92 (42-0-50 45.65%),120 (1.30)
35,"Harvey, Robert",34y 235d,320 (157-3-160 49.53%),188 (0.59),←,
7,"Hayes, Lenny",26y 89d,143 (61-2-80 43.36%),58 (0.41),←,
8,"Hudghton, Max",29y 223d,176 (77-2-97 44.32%),14 (0.08),←,
31,"Maguire, Matt",21y 318d,70 (37-0-33 52.86%),16 (0.23),←,
32,"McQualter, Andrew",19y 308d,8 (4-0-4 50.00%),2 (0.25),←,
44,"Milne, Stephen",26y 36d,100 (44-1-55 44.50%),213 (2.13),←,
11,"Montagna, Leigh",22y 162d,32 (20-0-12 62.50%),29 (0.91),←,
12,"Riewoldt, Nick",23y 178d,94 (44-1-49 47.34%),162 (1.72),←,
40,"Schwarze, Troy",24y 111d,61 (27-1-33 45.08%),12 (0.20),←,
4,"Thompson, Andrew",33y 174d,197 (90-2-105 46.19%),93 (0.47),←,
13,"Voss, Brett",28y 50d,139 (67-2-70 48.92%),45 (0.32),104 (48-1-55 46.63%),34 (0.33)
Totals,Totals,25y 170d,2317 (1126-19-1172 48.60%),1668 (0.72),,
C,"Thomas, Grant",48y 58d,103 (51-1-51 50.00%),,←,
