Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bellchambers, Tom",4,5,2,6,,,9.0,1.0,,3.0,,2.0,1.0,1.0,,3.0,3.0,2.0,2.0,,,,63.0
32,"Colyer, Travis",14,2,13,27,2,1.0,,3.0,4.0,2.0,2.0,2.0,1.0,,,9.0,16.0,,1.0,1.0,1.0,,72.0
29,"Davey, Alwyn",8,2,6,14,1,2.0,,1.0,,3.0,2.0,4.0,,1.0,,3.0,11.0,1.0,2.0,2.0,,,84.0
15,"Dempsey, Courtenay",7,3,5,12,,1.0,,2.0,2.0,2.0,1.0,2.0,,,,2.0,10.0,1.0,,4.0,,,82.0
31,"Fletcher, Dustin",12,5,4,16,,,,2.0,4.0,,,4.0,1.0,1.0,,4.0,11.0,1.0,,3.0,,,78.0
3,"Gumbleton, Scott",8,5,4,12,1,1.0,,4.0,,,,,2.0,,,6.0,7.0,1.0,1.0,1.0,,,91.0
39,"Hocking, Heath",10,4,4,14,,,,2.0,,1.0,1.0,5.0,4.0,4.0,,9.0,6.0,2.0,,3.0,,,93.0
26,"Hooker, Cale",5,8,9,14,,,,3.0,2.0,,,1.0,1.0,,,3.0,11.0,,,10.0,,,92.0
40,"Howlett, Ben",11,4,11,22,1,,,7.0,2.0,3.0,1.0,6.0,1.0,1.0,,10.0,12.0,,,1.0,3.0,,70.0
18,"Hurley, Michael",12,5,4,16,,,,1.0,5.0,1.0,,3.0,,1.0,,3.0,13.0,,,3.0,,,86.0
14,"Lonergan, Sam",11,3,6,17,2,,,3.0,1.0,2.0,5.0,3.0,2.0,2.0,,11.0,5.0,1.0,1.0,,2.0,,72.0
42,"Lovett-Murray, Nathan",8,4,16,24,,,,3.0,1.0,3.0,,2.0,1.0,1.0,,8.0,15.0,,,7.0,,1.0,91.0
10,"McVeigh, Mark",8,4,4,12,,,,,,5.0,1.0,1.0,,1.0,,2.0,10.0,,,,,1.0,89.0
17,"Melksham, Jake",10,6,4,14,,,,1.0,1.0,1.0,1.0,4.0,1.0,,,4.0,10.0,1.0,,2.0,,,75.0
6,"Monfries, Angus",6,3,10,16,1,,,4.0,1.0,3.0,,1.0,2.0,1.0,,10.0,7.0,,1.0,1.0,,1.0,82.0
1,"Neagle, Jay",5,3,3,8,1,4.0,,,,,,,1.0,,,7.0,1.0,2.0,3.0,1.0,,,86.0
37,"Reimers, Kyle",15,6,5,20,,1.0,,2.0,5.0,6.0,5.0,3.0,2.0,1.0,,8.0,12.0,1.0,,3.0,1.0,,84.0
30,"Ryder, Paddy",5,3,6,11,1,,10.0,3.0,,2.0,2.0,4.0,1.0,2.0,,6.0,5.0,,,4.0,,,86.0
5,"Stanton, Brent",15,5,6,21,3,,,6.0,2.0,8.0,1.0,3.0,2.0,2.0,,7.0,14.0,,,,,1.0,81.0
4,"Watson, Jobe",7,4,15,22,,,,5.0,2.0,1.0,5.0,3.0,,,,10.0,12.0,,,1.0,,,80.0
8,"Winderlich, Jason",12,7,12,24,,1.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,,,6.0,18.0,,,2.0,,,80.0
11,"Zaharakis, David",11,4,9,20,1,1.0,,2.0,1.0,5.0,1.0,4.0,,,,4.0,16.0,,2.0,,1.0,1.0,82.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,204,95,158,362,14,16.0,20.0,59.0,34.0,55.0,29.0,58.0,24.0,19.0,,135.0,225.0,13.0,13.0,49.0,8.0,5.0,
Opposition,Opposition,216,111,180,396,20,12.0,34.0,55.0,34.0,59.0,34.0,58.0,19.0,24.0,6.0,143.0,254.0,13.0,18.0,59.0,6.0,14.0,
