Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
12,"Astbury, David",28y 57d,113 (59-2-52 53.10%),8 (0.07),←,
48,"Baker, Liam",21y 87d,6 (6-0-0 100.00%),5 (0.83),←,
38,"Balta, Noah",19y 183d,5 (4-0-1 80.00%),3 (0.60),←,
35,"Broad, Nathan",26y 9d,36 (29-0-7 80.56%),,←,
22,"Caddy, Josh",26y 208d,142 (88-1-53 62.32%),148 (1.04),47 (36-0-11 76.60%),72 (1.53)
11,"Castagna, Jason",22y 286d,57 (39-0-18 68.42%),58 (1.02),←,
10,"Edwards, Shane",30y 181d,237 (117-5-115 50.42%),156 (0.66),←,
5,"Ellis, Brandon",25y 264d,158 (94-1-63 59.81%),53 (0.34),←,
2,"Grimes, Dylan",27y 282d,132 (83-0-49 62.88%),3 (0.02),←,
13,"Higgins, Jack",20y 36d,26 (21-0-5 80.77%),21 (0.81),←,
14,"Houli, Bachar",30y 347d,188 (100-3-85 53.99%),41 (0.22),162 (90-2-70 56.17%),32 (0.20)
23,"Lambert, Kane",27y 149d,80 (52-0-28 65.00%),46 (0.57),←,
19,"Lynch, Tom",26y 175d,137 (41-1-95 30.29%),271 (1.98),6 (4-0-2 66.67%),17 (2.83)
4,"Martin, Dustin",27y 302d,206 (112-2-92 54.85%),222 (1.08),←,
33,"McIntosh, Kamdyn",25y 21d,80 (54-0-26 67.50%),22 (0.28),←,
25,"Nankervis, Toby",24y 255d,65 (47-0-18 72.31%),25 (0.38),53 (40-0-13 75.47%),22 (0.42)
3,"Prestia, Dion",26y 194d,136 (58-0-78 42.65%),45 (0.33),41 (32-0-9 78.05%),15 (0.37)
8,"Riewoldt, Jack",30y 175d,252 (126-4-122 50.79%),610 (2.42),←,
17,"Rioli, Daniel",22y 8d,61 (38-0-23 62.30%),56 (0.92),←,
27,"Ross, Jack",18y 233d,3 (3-0-0 100.00%),,←,
44,"Stack, Sydney",18y 361d,4 (3-0-1 75.00%),1 (0.25),←,
1,"Vlastuin, Nick",25y 5d,123 (77-0-46 62.60%),25 (0.20),←,
Totals,Totals,25y 41d,2247 (1251-19-977 55.67%),1819 (0.81),,
C,"Hardwick, Damien",46y 249d,212 (115-2-95 54.72%),,←,
