Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
10,"Bateman, Chance",24y 298d,57 (23-0-34 40.35%),19 (0.33),←,
30,"Brown, Campbell",22y 230d,55 (19-0-36 34.55%),30 (0.55),←,
39,"Campbell, Robert",23y 317d,35 (15-0-20 42.86%),3 (0.09),←,
25,"Clarke, Tim",24y 13d,71 (29-0-42 40.85%),23 (0.32),←,
9,"Crawford, Shane",31y 218d,256 (121-2-133 47.66%),197 (0.77),←,
24,"Croad, Trent",26y 37d,167 (75-1-91 45.21%),165 (0.99),129 (55-1-73 43.02%),105 (0.81)
26,"Dawson, Zac",20y 52d,5 (2-0-3 40.00%),,←,
19,"Dixon, Ben",28y 305d,166 (80-1-85 48.49%),225 (1.36),←,
1,"Everitt, Peter",31y 347d,241 (91-2-148 38.17%),363 (1.51),61 (18-0-43 29.51%),63 (1.03)
18,"Guerra, Brent",23y 321d,99 (71-0-28 71.72%),83 (0.84),3 (2-0-1 66.67%),
15,"Hodge, Luke",21y 304d,69 (27-0-42 39.13%),45 (0.65),←,
8,"Jacobs, Danny",25y 294d,111 (62-1-48 56.31%),28 (0.25),30 (8-0-22 26.67%),5 (0.17)
4,"Ladson, Rick",22y 56d,33 (10-0-23 30.30%),19 (0.58),←,
3,"Lewis, Jordan",19y 356d,22 (7-0-15 31.82%),4 (0.18),←,
5,"Mitchell, Sam",23y 185d,67 (26-0-41 38.81%),13 (0.19),←,
7,"Osborne, Michael",23y 260d,61 (18-0-43 29.51%),15 (0.25),←,
2,"Roughead, Jarryd",19y 82d,19 (7-0-12 36.84%),7 (0.37),←,
12,"Sewell, Brad",22y 72d,21 (4-0-17 19.05%),,←,
11,"Smith, Joel",28y 347d,188 (84-1-103 44.95%),87 (0.46),130 (55-1-74 42.69%),36 (0.28)
21,"Vandenberg, Richard",29y 91d,124 (52-1-71 42.34%),54 (0.44),←,
6,"Williams, Mark",23y 2d,55 (16-0-39 29.09%),120 (2.18),←,
45,"Young, Clinton",20y 58d,10 (4-0-6 40.00%),4 (0.40),←,
Totals,Totals,24y 160d,1932 (843-9-1080 43.63%),1504 (0.78),,
C,"Clarkson, Alastair",37y 353d,25 (7-0-18 28.00%),,←,
