Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",20y 103d,32 (15-0-17 46.88%),16 (0.50),←,
3,"Bizzell, Clint",27y 301d,124 (53-1-70 43.15%),79 (0.64),49 (21-0-28 42.86%),7 (0.14)
25,"Brown, Nathan",27y 254d,79 (36-0-43 45.57%),22 (0.28),←,
32,"Bruce, Cameron",24y 207d,89 (44-0-45 49.44%),107 (1.20),←,
36,"Davey, Aaron",20y 319d,5 (4-0-1 80.00%),7 (1.40),←,
30,"Godfrey, Simon",23y 189d,51 (22-0-29 43.14%),7 (0.14),←,
18,"Green, Brad",23y 42d,88 (43-0-45 48.86%),140 (1.59),←,
4,"Holland, Ben",26y 350d,130 (66-0-64 50.77%),128 (0.98),5 (4-0-1 80.00%),4 (0.80)
40,"Jamar, Mark",20y 259d,10 (3-0-7 30.00%),2 (0.20),←,
16,"Johnstone, Travis",23y 282d,89 (41-0-48 46.07%),70 (0.79),←,
23,"McDonald, James",27y 202d,119 (56-0-63 47.06%),34 (0.29),←,
7,"Miller, Brad",20y 293d,25 (10-0-15 40.00%),4 (0.16),←,
9,"Neitz, David",29y 93d,231 (104-0-127 45.02%),450 (1.95),←,
8,"Nicholson, Alistair",26y 51d,78 (39-0-39 50.00%),3 (0.04),←,
28,"Read, Phillip",24y 187d,78 (37-2-39 48.72%),24 (0.31),4 (4-0-0 100.00%),
43,"Rigoni, Guy",29y 272d,91 (45-0-46 49.45%),29 (0.32),←,
27,"Rivers, Jared",19y 189d,8 (4-0-4 50.00%),,←,
6,"Thompson, Scott",21y 41d,32 (12-0-20 37.50%),14 (0.44),←,
31,"Wheatley, Paul",23y 12d,56 (31-0-25 55.36%),22 (0.39),←,
45,"Whelan, Matthew",24y 163d,73 (33-0-40 45.21%),9 (0.12),←,
34,"White, Jeff",27y 65d,166 (79-0-87 47.59%),73 (0.44),134 (66-0-68 49.25%),55 (0.41)
13,"Yze, Adem",26y 216d,192 (84-0-108 43.75%),139 (0.72),←,
Totals,Totals,24y 186d,1846 (861-3-982 46.64%),1379 (0.75),,
C,"Daniher, Neale",43y 69d,145 (70-0-75 48.28%),,←,
