Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Aish, James",7,1,3,10,,1.0,,5.0,2.0,1.0,1.0,2.0,2.0,2.0,,6.0,5.0,,,1.0,,,82.0
11,"Blair, Jarryd",7,3,6,13,,,,2.0,,3.0,2.0,1.0,,,,4.0,10.0,,,,,2.0,85.0
16,"Brown, Nathan",12,9,5,17,,,,1.0,4.0,,,2.0,2.0,1.0,,6.0,11.0,,,14.0,,,94.0
25,"Crisp, Jack",7,6,16,23,2,,2.0,3.0,,1.0,2.0,2.0,,,,10.0,13.0,1.0,3.0,,,,83.0
39,"Crocker, Ben",6,3,4,10,1,1.0,,,,2.0,,1.0,2.0,,,6.0,4.0,2.0,3.0,,,2.0,80.0
2,"de Goey, Jordan",8,5,7,15,3,1.0,,1.0,1.0,3.0,,,1.0,,,4.0,11.0,,1.0,,1.0,,72.0
19,"Greenwood, Levi",13,4,8,21,2,1.0,,2.0,,7.0,,,2.0,,,4.0,17.0,,1.0,,1.0,,78.0
4,"Grundy, Brodie",12,5,14,26,,,36.0,9.0,2.0,,5.0,11.0,,4.0,,16.0,10.0,,,1.0,,,89.0
38,"Howe, Jeremy",21,18,8,29,,,,,6.0,,,4.0,2.0,3.0,1.0,8.0,21.0,5.0,,9.0,,,96.0
17,"Marsh, Jonathon",9,6,3,12,,,,3.0,3.0,1.0,,1.0,,,,2.0,11.0,,,7.0,,1.0,88.0
37,"Maynard, Brayden",15,3,7,22,,1.0,,7.0,3.0,7.0,1.0,5.0,1.0,2.0,,5.0,15.0,,,,3.0,,81.0
30,"Moore, Darcy",3,2,,3,,,,,,1.0,,2.0,,,,,3.0,,,,,,33.0
43,"Oxley, Adam",6,4,6,12,,,,,,1.0,,,,,,2.0,10.0,,,,,,83.0
10,"Pendlebury, Scott",15,9,17,32,1,,1.0,8.0,,7.0,4.0,1.0,,,2.0,12.0,21.0,,,4.0,,1.0,80.0
21,"Phillips, Tom",12,7,13,25,1,1.0,,5.0,1.0,1.0,3.0,,,,,8.0,17.0,,1.0,,1.0,1.0,80.0
22,"Sidebottom, Steele",13,5,13,26,1,2.0,,5.0,1.0,1.0,4.0,2.0,2.0,1.0,,10.0,19.0,,1.0,,,,87.0
40,"Smith, Josh",19,9,16,35,1,1.0,,2.0,5.0,5.0,1.0,3.0,,,,10.0,25.0,,,3.0,,,91.0
7,"Treloar, Adam",18,3,20,38,1,4.0,,6.0,4.0,7.0,4.0,2.0,,1.0,3.0,11.0,26.0,,1.0,,2.0,1.0,84.0
18,"Varcoe, Travis",13,8,15,28,,,,2.0,1.0,2.0,,4.0,,2.0,,2.0,25.0,,,,,1.0,85.0
9,"White, Jesse",13,10,4,17,3,4.0,9.0,4.0,,3.0,,1.0,1.0,1.0,,8.0,9.0,3.0,6.0,4.0,,,94.0
26,"Williams, Marley",8,1,13,21,,,,2.0,2.0,3.0,1.0,2.0,1.0,1.0,,3.0,18.0,,,3.0,1.0,2.0,75.0
33,"Wills, Rupert",8,4,10,18,,,,10.0,1.0,5.0,3.0,1.0,2.0,1.0,,6.0,14.0,,,1.0,,2.0,79.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,245,125,208,453,16,22.0,48.0,77.0,36.0,61.0,31.0,47.0,18.0,19.0,6.0,143.0,315.0,11.0,17.0,47.0,9.0,13.0,
Opposition,Opposition,168,69,154,322,6,11.0,18.0,60.0,37.0,43.0,35.0,39.0,19.0,18.0,,124.0,191.0,11.0,8.0,41.0,10.0,1.0,
