Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details,Hawthorn Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Hawthorn Games (W-D-L W%),Hawthorn Goals (Ave.)
30,"Brand, Kaiden",25y 26d,41 (25-1-15 62.20%),,←,
22,"Breust, Luke",28y 174d,192 (138-1-53 72.14%),373 (1.94),←,
9,"Burgoyne, Shaun",36y 195d,361 (243-2-116 67.59%),283 (0.78),204 (146-2-56 72.06%),112 (0.55)
19,"Gunston, Jack",27y 200d,179 (120-1-58 67.32%),349 (1.95),165 (115-1-49 70.00%),329 (1.99)
15,"Hardwick, Blake",22y 88d,51 (29-1-21 57.84%),3 (0.06),←,
31,"Henderson, Ricky",30y 235d,137 (69-1-67 50.73%),73 (0.53),47 (23-1-23 50.00%),30 (0.64)
17,"Howe, Daniel",23y 151d,54 (34-1-19 63.89%),10 (0.19),←,
4,"Impey, Jarman",23y 299d,106 (58-0-48 54.72%),44 (0.42),31 (18-0-13 58.06%),10 (0.32)
8,"Lewis, Mitch",20y 202d,5 (1-0-4 20.00%),3 (0.60),←,
7,"McEvoy, Ben",29y 297d,194 (113-3-78 59.02%),82 (0.42),103 (62-1-40 60.68%),55 (0.53)
36,"Moore, Dylan",19y 273d,2 (1-0-1 50.00%),,←,
23,"OBrien, Tim",25y 37d,48 (31-1-16 65.63%),37 (0.77),←,
10,"OMeara, Jaeger",25y 70d,77 (36-0-41 46.75%),50 (0.65),33 (18-0-15 54.55%),23 (0.70)
28,"Puopolo, Paul",31y 153d,175 (126-0-49 72.00%),176 (1.01),←,
2,"Roughead, Jarryd",32y 101d,281 (175-2-104 62.63%),571 (2.03),←,
21,"Scully, Tom",27y 354d,158 (63-3-92 40.82%),76 (0.48),6 (2-0-4 33.33%),3 (0.50)
26,"Shiels, Liam",28y 5d,190 (132-1-57 69.74%),70 (0.37),←,
6,"Sicily, James",24y 118d,67 (38-1-28 57.46%),53 (0.79),←,
16,"Smith, Isaac",30y 125d,188 (134-1-53 71.54%),155 (0.82),←,
24,"Stratton, Ben",30y 64d,175 (120-1-54 68.86%),1 (0.01),←,
20,"Wingard, Chad",25y 279d,152 (78-1-73 51.64%),238 (1.57),5 (2-0-3 40.00%),6 (1.20)
5,"Worpel, James",20y 100d,18 (11-0-7 61.11%),8 (0.44),←,
Totals,Totals,26y 277d,2851 (1775-22-1054 62.26%),2655 (0.93),,
C,"Clarkson, Alastair",51y 7d,336 (208-2-126 62.20%),,←,
