Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",23y 229d,68 (41-0-27 60.29%),18 (0.26),←,
21,"Barry, Leo",29y 51d,185 (107-0-78 57.84%),50 (0.27),←,
42,"Bevan, Paul",21y 285d,41 (25-0-16 60.98%),10 (0.24),←,
6,"Bolton, Craig",26y 39d,116 (71-0-45 61.21%),20 (0.17),87 (54-0-33 62.07%),10 (0.11)
24,"Bolton, Jude",26y 116d,153 (83-1-69 54.58%),76 (0.50),←,
32,"Buchanan, Amon",23y 272d,62 (37-0-25 59.68%),29 (0.47),←,
2,"Davis, Nick",26y 101d,142 (72-0-70 50.70%),194 (1.37),71 (42-0-29 59.15%),109 (1.54)
26,"Dempster, Sean",22y 170d,29 (19-0-10 65.52%),2 (0.07),←,
12,"Fosdike, Nic",26y 133d,130 (69-1-60 53.46%),57 (0.44),←,
37,"Goodes, Adam",26y 182d,175 (95-1-79 54.57%),178 (1.02),←,
1,"Hall, Barry",29y 151d,193 (95-2-96 49.74%),461 (2.39),105 (61-1-43 58.57%),317 (3.02)
16,"Jolly, Darren",24y 245d,86 (45-0-41 52.33%),21 (0.24),38 (25-0-13 65.79%),10 (0.26)
17,"Kennelly, Tadhg",25y 8d,112 (68-0-44 60.71%),27 (0.24),←,
31,"Kirk, Brett",29y 257d,137 (77-1-59 56.57%),57 (0.42),←,
3,"McVeigh, Jarrad",21y 93d,47 (28-0-19 59.57%),25 (0.53),←,
33,"Moore, Jarred",20y 125d,7 (5-0-2 71.43%),1 (0.14),←,
5,"OKeefe, Ryan",25y 166d,107 (63-0-44 58.88%),114 (1.07),←,
19,"OLoughlin, Michael",29y 139d,236 (135-2-99 57.63%),396 (1.68),←,
30,"Roberts-Thomson, Lewis",22y 304d,62 (40-0-22 64.52%),7 (0.11),←,
13,"Schneider, Adam",22y 58d,66 (40-0-26 60.61%),66 (1.00),←,
38,"Vogels, Luke",23y 32d,13 (9-0-4 69.23%),8 (0.62),←,
10,"Williams, Paul",33y 97d,306 (148-3-155 48.86%),307 (1.00),117 (67-1-49 57.69%),84 (0.72)
Totals,Totals,25y 148d,2473 (1372-11-1090 55.48%),2124 (0.86),,
C,"Roos, Paul",43y 12d,98 (61-0-37 62.24%),,←,
