North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",27y 30d,149 (77-1-71 52.01%),168 (1.13),←,
5,"Anderson, Stuart",20y 363d,6 (5-0-1 83.33%),2 (0.33),←,
11,"Archer, Glenn",22y 93d,60 (34-0-26 56.67%),30 (0.50),←,
14,"Armstrong, Matt",28y 116d,144 (60-0-84 41.67%),77 (0.53),12 (8-0-4 66.67%),6 (0.50)
12,"Blakey, John",28y 336d,188 (84-0-104 44.68%),52 (0.28),53 (32-0-21 60.38%),14 (0.26)
9,"Campbell, Warren",20y 249d,18 (13-0-5 72.22%),16 (0.89),←,
16,"Capuano, Mathew",19y 296d,15 (9-0-6 60.00%),5 (0.33),←,
18,"Carey, Wayne",24y 29d,110 (62-0-48 56.36%),273 (2.48),←,
25,"Daniltchenko, Jason",19y 296d,9 (7-0-2 77.78%),,←,
6,"Fairley, Ian",30y 280d,182 (90-2-90 50.00%),148 (0.81),←,
34,"King, David",23y 110d,31 (18-0-13 58.06%),6 (0.19),←,
7,"Laidley, Dani",28y 90d,104 (61-1-42 59.13%),12 (0.12),52 (32-0-20 61.54%),1 (0.02)
35,"Longmire, John",24y 176d,142 (70-1-71 49.65%),453 (3.19),←,
31,"McKernan, Corey",21y 188d,34 (22-0-12 64.71%),31 (0.91),←,
3,"Rock, Anthony",24y 269d,99 (56-0-43 56.57%),86 (0.87),←,
2,"Schwass, Wayne",26y 210d,134 (69-0-65 51.49%),75 (0.56),←,
8,"Scott, Robert",26y 116d,144 (83-1-60 57.99%),172 (1.19),12 (8-0-4 66.67%),8 (0.67)
24,"Sholl, Craig",27y 177d,118 (64-0-54 54.24%),20 (0.17),←,
15,"Smith, Ross",30y 142d,208 (103-2-103 50.00%),35 (0.17),←,
10,"Stevens, Anthony",23y 358d,99 (54-0-45 54.55%),46 (0.46),←,
36,"Stevens, Mark",19y 243d,3 (3-0-0 100.00%),7 (2.33),←,
Totals,Totals,24y 268d,1997 (1044-8-945 52.28%),1714 (0.86),,
C,"Pagan, Denis",47y 274d,57 (35-0-22 61.40%),,←,
