0,1,2,3,4,5,6
←,"Round: 6 Venue: Docklands Date: Sun, 7-May-2006 2:10 PM Attendance: 28470","Round: 6 Venue: Docklands Date: Sun, 7-May-2006 2:10 PM Attendance: 28470","Round: 6 Venue: Docklands Date: Sun, 7-May-2006 2:10 PM Attendance: 28470","Round: 6 Venue: Docklands Date: Sun, 7-May-2006 2:10 PM Attendance: 28470","Round: 6 Venue: Docklands Date: Sun, 7-May-2006 2:10 PM Attendance: 28470",→
←,Kangaroos,1.2.8,6.6.42,11.10.76,15.12.102,→
←,Hawthorn,4.4.28,7.8.50,10.11.71,11.14.80,→
←,Qrt margin,HW by 20,HW by 8,KA by 5,KA by 22,→
←,Qrt scores,HW 28-8,KA 34-22,KA 34-21,KA 26-9,→
←,Field umpires,"Dean Margetts (62), Troy Pannell (18), Michael Vozzo (146)","Dean Margetts (62), Troy Pannell (18), Michael Vozzo (146)","Dean Margetts (62), Troy Pannell (18), Michael Vozzo (146)","Dean Margetts (62), Troy Pannell (18), Michael Vozzo (146)",→
