Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
31,"Alvin, Tom",12,2,1,13,1,,,1.0,,,,,4.0,,,,,,,,,,
25,"Athorn, Mark",6,,4,10,,1.0,,3.0,,,,,4.0,,,,,,,,,,
21,"Bradley, Craig",8,1,7,15,,1.0,,2.0,,,,,,1.0,,,,,,,,,
20,"Brown, Fraser",19,5,8,27,,,,1.0,,,,,,3.0,,,,,,,,,
39,"Christou, Ang",6,,2,8,,,,2.0,,,,,2.0,1.0,,,,,,,,,
34,"De Iulio, Ron",13,3,1,14,3,3.0,,,,,,,2.0,4.0,,,,,,,,,
35,"Dean, Peter",9,5,6,15,2,,,2.0,,,,,2.0,3.0,,,,,,,,,
6,"Dorotich, Jon",12,5,3,15,2,,1.0,,,,,,2.0,5.0,,,,,,,,,
12,"Gleeson, Adrian",9,1,3,12,1,,,4.0,,,,,3.0,1.0,,,,,,,,,
13,"Hanna, Mil",13,4,2,15,,,,,,,,,2.0,2.0,,,,,,,,,
4,"Kernahan, Stephen",11,4,2,13,1,2.0,3.0,2.0,,,,,3.0,1.0,,,,,,,,,
43,"Koutoufides, Anthony",12,1,6,18,,,1.0,,,,,,2.0,,,,,,,,,,
44,"Madden, Justin",19,12,11,30,,,10.0,,,,,,3.0,5.0,3.0,,,,,,,,
27,"OSullivan, Luke",12,1,3,15,1,2.0,,4.0,,,,,1.0,5.0,,,,,,,,,
7,"Ratten, Brett",6,,3,9,,,,1.0,,,,,,2.0,,,,,,,,,
26,"Rhys-Jones, David",2,,3,5,1,,,1.0,,,,,,,,,,,,,,,
14,"Sexton, Michael",10,4,6,16,,,1.0,2.0,,,,,2.0,1.0,,,,,,,,,
1,"Silvagni, Stephen",2,2,1,3,,,,1.0,,,,,1.0,1.0,,,,,,,,,
11,"Spalding, Earl",7,1,3,10,,3.0,1.0,1.0,,,,,1.0,1.0,,,,,,,,,
2,"Williams, Greg",9,1,6,15,,1.0,,3.0,,,,,2.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,197,52,81,278,12,14.0,17.0,30.0,,,,,36.0,38.0,3.0,,,,,,,,
Opposition,Opposition,210,61,108,318,15,12.0,10.0,38.0,,,,,38.0,36.0,3.0,,,,,,,,
