Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
26,"Bickley, Mark",26y 1d,92 (44-0-48 47.83%),23 (0.25),←,
14,"Connell, Matthew",23y 2d,21 (10-0-11 47.62%),6 (0.29),18 (8-0-10 44.44%),6 (0.33)
37,"Edwards, Tyson",18y 364d,8 (4-0-4 50.00%),,←,
34,"Hart, Ben",21y 27d,81 (39-1-41 48.77%),18 (0.22),←,
29,"Ingerson, Anthony",25y 296d,36 (16-0-20 44.44%),25 (0.69),←,
35,"Jameson, Rod",25y 36d,90 (46-1-43 51.67%),79 (0.88),←,
2,"Jarman, Andrew",29y 203d,89 (44-1-44 50.00%),57 (0.64),←,
27,"Liptak, Matthew",25y 97d,77 (40-1-36 52.60%),96 (1.25),←,
8,"McCartney, Jason",21y 144d,54 (28-0-26 51.85%),39 (0.72),16 (8-0-8 50.00%),11 (0.69)
10,"McDermott, Chris",31y 274d,104 (51-1-52 49.52%),25 (0.24),←,
11,"McGuinness, Tony",31y 91d,204 (95-3-106 47.30%),181 (0.89),95 (45-1-49 47.89%),73 (0.77)
28,"McKinnon, Martin",20y 31d,24 (10-0-14 41.67%),7 (0.29),←,
23,"McLeod, Andrew",19y 1d,11 (6-0-5 54.55%),15 (1.36),←,
16,"Pesch, Nick",21y 41d,18 (8-0-10 44.44%),13 (0.72),←,
15,"Pittman, David",26y 163d,52 (23-1-28 45.19%),8 (0.15),←,
32,"Ricciuto, Mark",20y 58d,57 (26-1-30 46.49%),45 (0.79),←,
5,"Robran, Matthew",24y 139d,23 (12-0-11 52.17%),14 (0.61),16 (8-0-8 50.00%),9 (0.56)
7,"Smart, Nigel",26y 76d,94 (45-1-48 48.40%),52 (0.55),←,
4,"Tasker, Sean",27y 48d,40 (18-0-22 45.00%),15 (0.38),←,
12,"Tregenza, Simon",24y 149d,81 (40-1-40 50.00%),14 (0.17),←,
44,"Wellman, Sean",20y 319d,32 (12-1-19 39.06%),9 (0.28),←,
Totals,Totals,24y 87d,1288 (617-13-658 47.90%),741 (0.58),,
C,"Shaw, Robert",40y 211d,104 (36-0-68 34.62%),,18 (8-0-10 44.44%),
