Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
35,"Chapman, Paul",20y 285d,27 (14-0-13 51.85%),21 (0.78),←,
14,"Clarke, David",22y 94d,77 (36-1-40 47.40%),40 (0.52),←,
11,"Corey, Joel",20y 181d,38 (18-0-20 47.37%),10 (0.26),←,
44,"Enright, Corey",20y 337d,31 (15-0-16 48.39%),8 (0.26),←,
7,"Graham, Ben",28y 288d,172 (98-1-73 57.27%),86 (0.50),←,
2,"Harley, Tom",24y 30d,75 (38-1-36 51.33%),7 (0.09),74 (37-1-36 50.68%),6 (0.08)
20,"Johnson, Steve",19y 44d,10 (5-0-5 50.00%),15 (1.50),←,
9,"Kelly, James",18y 231d,13 (8-0-5 61.54%),6 (0.46),←,
13,"Kilpatrick, Glenn",29y 353d,146 (80-1-65 55.14%),35 (0.24),120 (66-1-53 55.42%),31 (0.26)
1,"King, Steven",23y 268d,122 (60-1-61 49.59%),62 (0.51),←,
18,"Kingsley, Kent",23y 325d,48 (29-0-19 60.42%),84 (1.75),36 (18-0-18 50.00%),74 (2.06)
45,"Ling, Cameron",21y 171d,42 (22-1-19 53.57%),22 (0.52),←,
24,"Lord, Aaron",27y 27d,141 (72-2-67 51.77%),176 (1.25),48 (32-1-15 67.71%),40 (0.83)
21,"Mooney, Cameron",22y 325d,45 (27-0-18 60.00%),36 (0.80),34 (17-0-17 50.00%),34 (1.00)
34,"Rahilly, James",23y 63d,66 (26-1-39 40.15%),11 (0.17),←,
15,"Riccardi, Peter",29y 243d,219 (125-2-92 57.53%),227 (1.04),←,
33,"Rooke, Max",20y 241d,13 (7-0-6 53.85%),1 (0.08),←,
30,"Scarlett, Matthew",23y 73d,67 (36-0-31 53.73%),7 (0.10),←,
46,"Slade, Will",18y 297d,2 (1-0-1 50.00%),,←,
19,"White, Mitchell",29y 142d,171 (98-2-71 57.89%),121 (0.71),20 (9-0-11 45.00%),18 (0.90)
40,"Wojcinski, David",21y 333d,35 (18-0-17 51.43%),6 (0.17),←,
10,"Woolnough, Marc",22y 89d,5 (0-0-5 0.00%),1 (0.20),←,
Totals,Totals,23y 119d,1565 (833-13-719 53.23%),982 (0.63),,
C,"Thompson, Mark",38y 271d,65 (32-1-32 50.00%),,←,
