Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Ah Chee, Callum",4,5,14,18,,,,3.0,,2.0,,1.0,1.0,1.0,,8.0,10.0,1.0,,1.0,,,78.0
31,"Brooksby, Keegan",7,3,10,17,,,29.0,6.0,1.0,1.0,5.0,2.0,1.0,1.0,,10.0,7.0,,,3.0,,,89.0
39,"Davis, Ryan",3,,3,6,,,,,,2.0,1.0,,2.0,,,3.0,3.0,,,,,1.0,35.0
12,"Day, Sam",7,3,5,12,2,3.0,2.0,3.0,,2.0,,,,,,6.0,6.0,,3.0,2.0,,1.0,89.0
29,"Fiorini, Brayden",19,7,13,32,2,1.0,,12.0,2.0,2.0,5.0,1.0,1.0,,1.0,8.0,22.0,,,,,1.0,72.0
2,"Grant, Jarrad",7,4,9,16,,1.0,,3.0,1.0,2.0,3.0,2.0,,1.0,,6.0,11.0,,,3.0,,,80.0
33,"Hall, Aaron",20,3,7,27,,,,5.0,,5.0,3.0,1.0,,,,6.0,22.0,,,2.0,,2.0,80.0
14,"Hallahan, Mitch",8,,14,22,,,,4.0,2.0,3.0,4.0,5.0,1.0,2.0,,10.0,13.0,,,,,,73.0
38,"Joyce, Jesse",4,3,8,12,,,,,2.0,,1.0,,,,,5.0,7.0,,,3.0,,1.0,79.0
28,"Kolodjashnij, Kade",11,6,8,19,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,5.0,15.0,,,4.0,,,88.0
19,"Lynch, Tom",12,7,7,19,1,4.0,1.0,2.0,,5.0,1.0,2.0,2.0,1.0,,9.0,10.0,3.0,2.0,2.0,,1.0,94.0
44,"Macpherson, Darcy",5,2,5,10,1,1.0,,3.0,,3.0,,1.0,1.0,1.0,,4.0,6.0,,,,,,76.0
4,"Martin, Jack",12,6,11,23,,,1.0,4.0,2.0,2.0,,1.0,,1.0,,5.0,17.0,,,,,,89.0
32,"Matera, Brandon",11,2,4,15,1,1.0,,5.0,1.0,1.0,1.0,,,,,4.0,12.0,,,1.0,1.0,,76.0
17,"May, Steven",15,9,7,22,,,1.0,1.0,4.0,2.0,,2.0,1.0,2.0,,5.0,14.0,1.0,,7.0,,,95.0
11,"Miller, Touk",14,2,14,28,,,1.0,5.0,1.0,6.0,7.0,1.0,1.0,,,14.0,15.0,,,1.0,,,83.0
3,"Rosa, Matt",12,7,16,28,1,,,4.0,1.0,1.0,1.0,5.0,1.0,2.0,,9.0,20.0,,1.0,2.0,,,89.0
42,"Saad, Adam",12,7,8,20,,,,3.0,3.0,5.0,1.0,6.0,1.0,2.0,,3.0,19.0,,,3.0,7.0,,80.0
6,"Sexton, Alex",11,5,6,17,1,,,3.0,1.0,5.0,1.0,2.0,1.0,,,3.0,14.0,,,1.0,2.0,,92.0
26,"Shaw, Matt",9,4,5,14,,,,1.0,2.0,1.0,,,2.0,,,3.0,12.0,,,1.0,,,81.0
16,"Thompson, Rory",5,6,7,12,,,,2.0,1.0,1.0,,2.0,,1.0,,3.0,9.0,,,9.0,,,91.0
30,"Wright, Peter",2,1,4,6,,,,1.0,,2.0,,1.0,,,,4.0,3.0,,,5.0,,,89.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,210,92,185,395,9,12.0,35.0,72.0,26.0,54.0,35.0,36.0,17.0,15.0,1.0,133.0,267.0,5.0,6.0,50.0,10.0,7.0,
Opposition,Opposition,198,76,180,378,13,11.0,49.0,67.0,41.0,45.0,45.0,50.0,15.0,17.0,5.0,146.0,235.0,8.0,7.0,62.0,8.0,11.0,
