Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
4,"Ablett, Gary",35y 53d,335 (180-2-153 54.03%),428 (1.28),225 (145-2-78 64.89%),304 (1.35)
30,"Atkins, Tom",23y 291d,14 (11-0-3 78.57%),2 (0.14),←,
24,"Bews, Jed",25y 204d,73 (41-2-30 57.53%),7 (0.10),←,
46,"Blicavs, Mark",28y 100d,148 (99-2-47 67.57%),36 (0.24),←,
6,"Clark, Jordan",18y 263d,14 (11-0-3 78.57%),7 (0.50),←,
40,"Dahlhaus, Luke",26y 319d,169 (82-0-87 48.52%),117 (0.69),15 (12-0-3 80.00%),7 (0.47)
35,"Dangerfield, Patrick",29y 92d,238 (138-1-99 58.19%),272 (1.14),84 (57-1-26 68.45%),109 (1.30)
22,"Duncan, Mitch",28y 26d,195 (141-1-53 72.56%),140 (0.72),←,
13,"Fogarty, Lachie",20y 96d,17 (9-0-8 52.94%),5 (0.29),←,
29,"Guthrie, Cameron",26y 321d,152 (100-2-50 66.45%),46 (0.30),←,
26,"Hawkins, Tom",30y 350d,247 (178-2-67 72.47%),537 (2.17),←,
38,"Henry, Jack",20y 311d,36 (23-0-13 63.89%),8 (0.22),←,
11,"Kelly, Tim",24y 345d,38 (25-0-13 65.79%),38 (1.00),←,
8,"Kolodjashnij, Jake",23y 331d,85 (56-2-27 67.06%),,←,
32,"Miers, Gryan",20y 98d,15 (12-0-3 80.00%),18 (1.20),←,
42,"OConnor, Mark",22y 170d,22 (15-0-7 68.18%),1 (0.05),←,
23,"Rohan, Gary",28y 29d,120 (81-1-38 67.92%),118 (0.98),14 (11-0-3 78.57%),22 (1.57)
14,"Selwood, Joel",31y 41d,285 (211-1-73 74.21%),156 (0.55),←,
1,"Stanley, Rhys",28y 217d,128 (67-1-60 52.73%),83 (0.65),70 (46-1-23 66.43%),43 (0.61)
44,"Stewart, Tom",26y 113d,58 (39-0-19 67.24%),3 (0.05),←,
7,"Taylor, Harry",33y 24d,252 (186-2-64 74.21%),74 (0.29),←,
2,"Tuohy, Zach",29y 208d,177 (84-2-91 48.02%),56 (0.32),57 (36-1-20 64.04%),16 (0.28)
Totals,Totals,26y 182d,2818 (1789-21-1008 63.48%),2152 (0.76),,
C,"Scott, Chris",43y 64d,205 (143-2-60 70.24%),,←,
