Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Chick, Daniel",11,5,6,17,,,,2.0,,,,,,2.0,,,,,,,,,
5,"Collins, Andrew",4,,2,6,,,,2.0,,,,,1.0,,,,,,,,,,
3,"Condon, Anthony",8,4,5,13,1,,,,,,,,,2.0,,,,,,,,,
26,"Cooper, Paul",5,1,1,6,,,,3.0,,,,,,,,,,,,,,,
9,"Crawford, Shane",21,7,11,32,1,,,2.0,,,,,4.0,,,,,,,,,,
19,"Dunstall, Jason",10,7,2,12,4,3.0,,,,,,,1.0,,,,,,,,,,
34,"Graham, Mark",14,9,7,21,,,,,,,,,,2.0,,,,,,,,,
15,"Harford, Daniel",9,6,11,20,1,,,3.0,,,,,,1.0,,,,,,,,,
2,"Holland, Nick",10,9,5,15,,,4.0,,,,,,,,,,,,,,,,
1,"Jencke, Ray",4,,4,8,,,,1.0,,,,,3.0,1.0,,,,,,,,,
11,"Kappler, Darren",11,5,2,13,,1.0,,,,,,,,,,,,,,,,,
24,"Langford, Chris",13,7,7,20,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Minton-Connell, Simon",2,1,,2,,,,,,,,,,1.0,,,,,,,,,
44,"Platten, John",27,6,4,31,,1.0,,2.0,,,,,2.0,,1.0,,,,,,,,
18,"Pritchard, Darrin",8,6,3,11,,,,,,,,,2.0,,,,,,,,,,
4,"Salmon, Paul",6,4,6,12,,,15.0,2.0,,,,,,,,,,,,,,,
21,"Stevenson, Shayne",5,3,2,7,,,,1.0,,,,,,,,,,,,,,,
25,"Taylor, Jason",5,1,7,12,,,1.0,1.0,,,,,1.0,2.0,,,,,,,,,
6,"Taylor, Richard",9,2,3,12,1,,,2.0,,,,,,,,,,,,,,,
33,"Treleven, Craig",21,6,11,32,,,,4.0,,,,,2.0,1.0,,,,,,,,,
30,"Woods, Tony",5,2,7,12,,,,4.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,208,91,106,314,8,8.0,20.0,29.0,,,,,17.0,13.0,1.0,,,,,,,,
Opposition,Opposition,195,80,113,308,14,6.0,11.0,27.0,,,,,13.0,17.0,5.0,,,,,,,,
