Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
27,"Alessio, Steven",26y 300d,90 (52-2-36 58.89%),102 (1.13),←,
16,"Barnard, Paul",25y 203d,48 (24-0-24 50.00%),11 (0.23),37 (21-0-16 56.76%),7 (0.19)
8,"Bewick, Darren",31y 14d,195 (116-1-78 59.74%),298 (1.53),←,
32,"Blumfield, Justin",20y 284d,46 (23-0-23 50.00%),20 (0.43),←,
14,"Calthorpe, David",25y 18d,92 (52-2-38 57.61%),58 (0.63),←,
33,"Caracella, Blake",21y 173d,33 (15-0-18 45.45%),38 (1.15),←,
38,"Denham, Sean",29y 128d,170 (95-4-71 57.06%),65 (0.38),126 (71-4-51 57.94%),44 (0.35)
22,"Doolan, Ben",25y 237d,94 (42-3-49 46.28%),11 (0.12),69 (35-2-32 52.17%),7 (0.10)
36,"Eastaugh, Simon",25y 84d,12 (5-0-7 41.67%),,←,
31,"Fletcher, Dustin",23y 120d,109 (65-3-41 61.01%),35 (0.32),←,
11,"Hardwick, Damien",26y 17d,88 (48-1-39 55.11%),12 (0.14),←,
26,"Heffernan, Chris",19y 218d,15 (6-0-9 40.00%),3 (0.20),←,
5,"Hird, James",25y 212d,108 (62-4-42 59.26%),186 (1.72),←,
42,"Johnson, Jason",20y 222d,11 (6-0-5 54.55%),2 (0.18),←,
18,"Lloyd, Matthew",20y 141d,59 (28-1-30 48.31%),158 (2.68),←,
13,"Long, Michael",28y 338d,140 (89-2-49 64.29%),112 (0.80),←,
25,"Lucas, Scott",20y 248d,59 (30-0-29 50.85%),83 (1.41),←,
2,"Mercuri, Mark",24y 195d,110 (66-3-41 61.36%),151 (1.37),←,
29,"Moorcroft, Gary",22y 141d,29 (15-0-14 51.72%),21 (0.72),←,
10,"ODonnell, Gary",33y 115d,243 (144-4-95 60.08%),88 (0.36),←,
6,"Wellman, Sean",23y 349d,88 (39-2-47 45.45%),13 (0.15),54 (26-1-27 49.07%),4 (0.07)
35,"Young, Barry",28y 70d,109 (49-2-58 45.87%),59 (0.54),56 (30-2-24 55.36%),36 (0.64)
Totals,Totals,24y 340d,1948 (1071-34-843 54.98%),1526 (0.78),,
C,"Sheedy, Kevin",50y 254d,423 (263-5-155 62.77%),,←,
