Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",24y 219d,66 (38-1-27 58.33%),11 (0.17),←,
47,"Austin, Mark",23y 79d,19 (8-0-11 42.11%),1 (0.05),4 (3-0-1 75.00%),
5,"Boyd, Matthew",29y 260d,192 (96-2-94 50.52%),69 (0.36),←,
49,"Cordy, Ayce",21y 281d,6 (4-0-2 66.67%),2 (0.33),←,
4,"Cross, Daniel",29y 44d,187 (92-3-92 50.00%),28 (0.15),←,
40,"Dahlhaus, Luke",19y 266d,18 (8-0-10 44.44%),16 (0.89),←,
29,"Dickson, Tory",24y 230d,3 (1-0-2 33.33%),4 (1.33),←,
13,"Giansiracusa, Daniel",30y 63d,219 (102-4-113 47.49%),263 (1.20),←,
1,"Grant, Jarrad",22y 312d,43 (23-0-20 53.49%),49 (1.14),←,
16,"Griffen, Ryan",25y 291d,149 (82-1-66 55.37%),103 (0.69),←,
25,"Hargrave, Ryan",30y 292d,197 (94-4-99 48.73%),37 (0.19),←,
7,"Higgins, Shaun",24y 70d,94 (49-1-44 52.66%),102 (1.09),←,
36,"Lake, Brian",30y 76d,183 (88-2-93 48.63%),29 (0.16),←,
21,"Liberatore, Tom",19y 363d,22 (8-0-14 36.36%),4 (0.18),←,
27,"Minson, Will",27y 32d,122 (67-1-54 55.33%),62 (0.51),←,
2,"Murphy, Robert",29y 339d,216 (98-4-114 46.30%),153 (0.71),←,
42,"Picken, Liam",25y 286d,72 (39-0-33 54.17%),23 (0.32),←,
23,"Roughead, Jordan",21y 192d,24 (13-0-11 54.17%),8 (0.33),←,
11,"Sherman, Justin",25y 108d,132 (56-3-73 43.56%),106 (0.80),18 (8-0-10 44.44%),21 (1.17)
14,"Smith, Clay",19y 2d,4 (1-0-3 25.00%),4 (1.00),←,
8,"Veszpremi, Patrick",22y 255d,18 (10-0-8 55.56%),16 (0.89),7 (5-0-2 71.43%),4 (0.57)
3,"Wallis, Mitch",19y 202d,11 (4-0-7 36.36%),3 (0.27),←,
Totals,Totals,24y 327d,1997 (981-26-990 49.12%),1093 (0.55),,
C,"McCartney, Brendan",51y 203d,7 (3-0-4 42.86%),,←,
