Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details,Collingwood Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Collingwood Games (W-D-L W%),Collingwood Goals (Ave.)
13,"Adams, Taylor",28y 258d,176 (75-2-99 43.18%),63 (0.36),145 (72-2-71 50.34%),51 (0.35)
6,"Brown, Tyler",22y 178d,25 (12-1-12 50.00%),4 (0.16),←,
14,"Cameron, Darcy",26y 322d,40 (16-1-23 41.25%),36 (0.90),39 (16-1-22 42.31%),36 (0.92)
46,"Cox, Mason",31y 83d,81 (43-0-38 53.09%),94 (1.16),←,
25,"Crisp, Jack",28y 246d,187 (91-2-94 49.20%),57 (0.30),169 (84-2-83 50.30%),47 (0.28)
7,"Daicos, Josh",23y 191d,64 (30-1-33 47.66%),32 (0.50),←,
35,"Daicos, Nick",19y 153d,12 (7-0-5 58.33%),1 (0.08),←,
2,"de Goey, Jordan",26y 82d,129 (65-2-62 51.16%),167 (1.29),←,
33,"Ginnivan, Jack",19y 178d,15 (8-0-7 53.33%),27 (1.80),←,
16,"Henry, Oliver",19y 311d,19 (8-0-11 42.11%),24 (1.26),←,
32,"Hoskin-Elliott, Will",28y 276d,168 (72-2-94 43.45%),153 (0.91),116 (60-2-54 52.59%),111 (0.96)
38,"Howe, Jeremy",31y 341d,207 (78-2-127 38.16%),91 (0.44),107 (56-2-49 53.27%),11 (0.10)
1,"Lipinski, Patrick",23y 323d,68 (38-0-30 55.88%),37 (0.54),12 (7-0-5 58.33%),7 (0.58)
37,"Maynard, Brayden",25y 258d,148 (70-2-76 47.97%),17 (0.11),←,
31,"McCreery, Beau",21y 47d,22 (9-0-13 40.91%),17 (0.77),←,
26,"McInnes, Reef",19y 175d,6 (3-0-3 50.00%),3 (0.50),←,
41,"Mihocek, Brody",29y 121d,90 (49-1-40 55.00%),146 (1.62),←,
30,"Moore, Darcy",26y 131d,114 (51-2-61 45.61%),67 (0.59),←,
28,"Murphy, Nathan",22y 172d,20 (10-0-10 50.00%),1 (0.05),←,
9,"Noble, John",25y 72d,56 (26-1-29 47.32%),4 (0.07),←,
10,"Pendlebury, Scott",34y 149d,345 (203-3-139 59.28%),183 (0.53),←,
3,"Quaynor, Isaac",22y 141d,47 (20-0-27 42.55%),3 (0.06),←,
22,"Sidebottom, Steele",31y 154d,276 (162-4-110 59.42%),180 (0.65),←,
Totals,Totals,25y 221d,2315 (1146-26-1143 49.50%),1407 (0.61),,
C,"McRae, Craig",48y 256d,12 (7-0-5 58.33%),,←,
