Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 355d,260 (143-2-115 55.38%),348 (1.34),68 (19-0-49 27.94%),86 (1.26)
11,"Bennell, Harley",21y 214d,52 (12-0-40 23.08%),60 (1.15),←,
36,"Broughton, Greg",27y 217d,92 (40-0-52 43.48%),19 (0.21),24 (11-0-13 45.83%),4 (0.17)
12,"Day, Sam",21y 240d,49 (15-0-34 30.61%),35 (0.71),←,
23,"Dixon, Charlie",23y 223d,38 (12-0-26 31.58%),32 (0.84),←,
33,"Hall, Aaron",23y 176d,37 (15-0-22 40.54%),38 (1.03),←,
5,"Harbrow, Jarrod",25y 290d,133 (59-1-73 44.74%),39 (0.29),63 (19-0-44 30.16%),18 (0.29)
28,"Kolodjashnij, Kade",18y 268d,6 (4-0-2 66.67%),1 (0.17),←,
40,"Lemmens, Sean",19y 183d,7 (5-0-2 71.43%),1 (0.14),←,
19,"Lynch, Tom",21y 185d,45 (13-0-32 28.89%),49 (1.09),←,
32,"Matera, Brandon",22y 54d,45 (14-0-31 31.11%),44 (0.98),←,
17,"May, Steven",22y 114d,41 (13-0-28 31.71%),15 (0.37),←,
18,"McKenzie, Trent",22y 31d,64 (18-0-46 28.13%),19 (0.30),←,
22,"Nicholls, Tom",22y 61d,15 (6-0-9 40.00%),2 (0.13),←,
1,"OMeara, Jaeger",20y 70d,29 (13-0-16 44.83%),19 (0.66),←,
10,"Prestia, Dion",21y 204d,58 (15-0-43 25.86%),15 (0.26),←,
35,"Rischitelli, Michael",28y 116d,164 (62-3-99 38.72%),73 (0.45),53 (13-0-40 24.53%),26 (0.49)
8,"Russell, Luke",22y 100d,48 (11-0-37 22.92%),17 (0.35),←,
26,"Shaw, Matt",22y 88d,59 (16-0-43 27.12%),23 (0.39),←,
25,"Stanley, Danny",26y 75d,65 (19-0-46 29.23%),35 (0.54),60 (18-0-42 30.00%),35 (0.58)
24,"Swallow, David",21y 166d,58 (16-0-42 27.59%),29 (0.50),←,
16,"Thompson, Rory",23y 53d,40 (13-0-27 32.50%),7 (0.17),←,
Totals,Totals,23y 25d,1405 (534-6-865 38.01%),920 (0.65),,
C,"McKenna, Guy",44y 358d,73 (19-0-54 26.03%),,←,
