Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",9,1,14,23,,,,2.0,3.0,1.0,2.0,4.0,,,,9.0,13.0,,,3.0,,,87.0
24,"Bews, Jed",8,7,4,12,,,,2.0,1.0,3.0,1.0,2.0,1.0,2.0,,1.0,12.0,,,,,,78.0
46,"Blicavs, Mark",3,,8,11,,,17.0,4.0,,1.0,6.0,,1.0,,,10.0,3.0,,,6.0,,,83.0
5,"Cameron, Jeremy",6,3,4,10,1,1.0,,1.0,,3.0,,,1.0,,,6.0,6.0,1.0,1.0,1.0,,,85.0
6,"Clark, Jordan",4,1,8,12,,,,2.0,1.0,1.0,1.0,2.0,,1.0,,4.0,8.0,,,,,1.0,70.0
45,"Close, Brad",6,1,6,12,2,1.0,,4.0,,1.0,,1.0,2.0,,,3.0,8.0,,,,,,85.0
22,"Duncan, Mitch",17,15,13,30,,,,3.0,2.0,1.0,1.0,2.0,,,2.0,5.0,24.0,,1.0,,,2.0,83.0
29,"Guthrie, Cameron",16,6,20,36,1,,,7.0,2.0,4.0,4.0,5.0,1.0,1.0,3.0,11.0,25.0,,,1.0,,1.0,83.0
39,"Guthrie, Zach",11,2,3,14,,,,1.0,2.0,3.0,1.0,3.0,,,,5.0,9.0,,,3.0,,,72.0
26,"Hawkins, Tom",8,7,3,11,2,,2.0,2.0,,3.0,,2.0,,1.0,,6.0,7.0,1.0,3.0,4.0,,2.0,95.0
25,"Henderson, Lachie",12,10,5,17,,,,2.0,5.0,,,,1.0,,,5.0,11.0,2.0,,4.0,,,100.0
38,"Henry, Jack",6,4,6,12,,,,3.0,2.0,1.0,,,,,,4.0,8.0,,,7.0,,,93.0
4,"Higgins, Shaun",10,5,10,20,,3.0,,5.0,2.0,3.0,1.0,3.0,,1.0,,8.0,13.0,,2.0,2.0,2.0,,85.0
9,"Holmes, Max",,,,,,,,,,,,,,,,,,,,,,,
27,"Menegola, Sam",11,6,10,21,1,,,,1.0,3.0,,1.0,1.0,,,7.0,14.0,,,1.0,,,80.0
19,"Narkle, Quinton",7,1,5,12,1,1.0,,5.0,1.0,3.0,3.0,2.0,,2.0,,7.0,8.0,,1.0,,,,63.0
3,"Parfitt, Brandan",8,,11,19,,,,7.0,1.0,1.0,1.0,4.0,1.0,1.0,,7.0,13.0,,,1.0,,,73.0
17,"Ratugolea, Esava",7,5,6,13,,,4.0,4.0,,2.0,1.0,,2.0,,,8.0,5.0,3.0,1.0,1.0,,1.0,64.0
23,"Rohan, Gary",11,6,2,13,2,,,2.0,,4.0,,1.0,1.0,,,6.0,7.0,3.0,,2.0,1.0,,87.0
14,"Selwood, Joel",10,2,9,19,,,,3.0,,1.0,5.0,3.0,,1.0,,9.0,10.0,,,1.0,,,78.0
7,"Smith, Isaac",20,11,7,27,,1.0,,,4.0,4.0,1.0,5.0,,1.0,,5.0,22.0,1.0,,,,,87.0
44,"Stewart, Tom",17,4,6,23,,,,3.0,6.0,,,,1.0,,,3.0,15.0,,,4.0,,,79.0
2,"Tuohy, Zach",19,6,12,31,,,,,7.0,2.0,2.0,2.0,,1.0,,5.0,17.0,,,,,,92.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,226,103,172,398,10,8.0,23.0,62.0,40.0,45.0,30.0,42.0,13.0,12.0,5.0,134.0,258.0,11.0,9.0,41.0,3.0,7.0,
Opposition,Opposition,195,89,128,323,5,17.0,42.0,87.0,35.0,48.0,34.0,43.0,12.0,13.0,1.0,112.0,204.0,8.0,14.0,40.0,7.0,1.0,
